category,size,Frequency
C6~3303,1,12
C7~7241,1,12
C6~3317,1,54
C7~7287,1,54
C6~3316,1,23
C7~7282,1,23
C5~947,1,79
C6~3336,1,79
C7~7354,1,79
C4~164,1,632
C5~975,1,158
C6~3417,1,158
C7~7540,1,158
C6~3324,1,58
C7~7314,1,58
C6~3325,1,15
C7~7319,1,15
C5~1001,1,251
C6~3478,1,251
C7~7643,1,251
C6~3340,1,26
C7~7358,1,26
C5~976,1,77
C6~3420,1,77
C7~7543,1,77
C5~980,1,119
C6~3428,1,119
C7~7551,1,119
C6~3321,1,8
C7~7303,1,8
C6~3341,1,22
C7~7359,1,22
C4~168,1,579
C5~996,1,400
C6~3471,1,227
C7~7632,1,227
C6~3326,1,6
C7~7324,1,6
C5~981,1,115
C6~3429,1,115
C7~7552,1,115
C5~979,1,33
C6~3425,1,33
C7~7548,1,33
C5~997,1,170
C6~3473,1,149
C7~7634,1,149
C5~977,1,61
C6~3423,1,61
C7~7546,1,61
C6~4735,1,194
C7~9453,1,194
C5~1341,1,52
C6~4386,1,39
C7~8930,1,39
C6~3470,1,147
C7~7628,1,147
C5~978,1,55
C6~3424,1,55
C7~7547,1,55
C6~3469,1,26
C7~7624,1,26
C6~3474,1,21
C7~7637,1,21
C5~974,1,14
C6~3416,1,14
C7~7539,1,14
C4~282,1,234
C5~1534,1,234
C6~4900,1,234
C7~9661,1,234
C3~2,1,5133
C4~12,1,3299
C5~69,1,931
C6~256,1,105
C7~573,1,105
C6~258,1,77
C7~579,1,25
C6~259,1,192
C7~586,1,9
C6~264,1,162
C7~611,1,78
C6~261,1,122
C7~598,1,23
C7~580,1,25
C6~265,1,89
C7~616,1,58
C7~588,1,61
C7~608,1,39
C5~67,1,423
C6~220,1,226
C7~492,1,226
C7~583,1,20
C7~597,1,91
C5~68,1,1032
C6~238,1,531
C7~531,1,42
C5~66,1,913
C6~217,1,913
C7~489,1,913
C7~535,1,68
C6~235,1,448
C7~520,1,9
C4~14,1,504
C5~78,1,246
C6~352,1,103
C7~709,1,103
C7~615,1,28
C7~539,1,11
C7~578,1,26
C7~526,1,175
C7~584,1,15
C6~260,1,85
C7~594,1,66
C7~609,1,25
C7~533,1,11
C7~516,1,43
C7~521,1,111
C7~518,1,10
C6~262,1,24
C7~601,1,17
C7~602,1,7
C4~15,1,1153
C5~86,1,379
C6~389,1,108
C7~747,1,62
C6~239,1,53
C7~541,1,53
C7~610,1,8
C6~263,1,62
C7~606,1,32
C7~585,1,16
C6~219,1,59
C7~491,1,59
C7~599,1,8
C7~536,1,15
C7~538,1,30
C7~582,1,6
C6~221,1,25
C7~493,1,25
C6~354,1,82
C7~711,1,82
C7~519,1,8
C7~534,1,17
C6~225,1,69
C7~500,1,69
C6~257,1,13
C7~576,1,2
C7~537,1,77
C7~575,1,11
C7~517,1,37
C7~593,1,16
C6~356,1,32
C7~713,1,32
C7~540,1,246
C6~222,1,17
C7~494,1,17
C7~522,1,25
C7~589,1,52
C7~612,1,12
C7~524,1,2
C5~87,1,220
C6~397,1,102
C7~764,1,102
C6~390,1,269
C7~750,1,178
C7~532,1,12
C7~605,1,15
C7~523,1,15
C6~223,1,27
C7~495,1,27
C7~748,1,46
C7~592,1,2
C7~604,1,15
C5~79,1,232
C6~360,1,60
C7~717,1,60
C5~88,1,531
C6~408,1,52
C7~790,1,31
C7~791,1,4
C6~407,1,92
C7~783,1,66
C6~406,1,160
C7~778,1,41
C7~776,1,36
C7~752,1,24
C6~409,1,23
C7~794,1,23
C6~410,1,190
C7~801,1,107
C6~398,1,89
C7~765,1,89
C7~792,1,12
C7~784,1,6
C7~779,1,41
C6~362,1,51
C7~719,1,51
C7~798,1,65
C7~753,1,55
C7~777,1,29
C6~361,1,81
C7~718,1,81
C4~16,1,177
C5~93,1,43
C6~429,1,18
C7~823,1,18
C6~359,1,29
C7~716,1,29
C6~432,1,6
C7~826,1,6
C6~399,1,23
C7~766,1,23
C6~411,1,14
C7~803,1,4
C7~786,1,9
C7~787,1,2
C7~781,1,9
C7~804,1,10
C7~799,1,14
C6~364,1,9
C7~721,1,9
C7~793,1,5
C7~751,1,12
C7~785,1,9
C5~80,1,23
C6~366,1,17
C7~723,1,17
C7~780,1,2
C5~85,1,23
C6~387,1,23
C7~744,1,23
C5~91,1,62
C6~416,1,10
C7~810,1,10
C5~92,1,69
C6~423,1,25
C7~817,1,25
C6~425,1,26
C7~819,1,26
C6~422,1,11
C7~816,1,11
C6~418,1,16
C7~812,1,16
C6~417,1,29
C7~811,1,29
C6~415,1,7
C7~809,1,7
C6~431,1,5
C7~825,1,5
C6~430,1,12
C7~824,1,12
C6~355,1,11
C7~712,1,11
C3~9,1,10850
C4~63,1,7126
C5~404,1,282
C6~1649,1,35
C7~4695,1,35
C6~367,1,6
C7~724,1,6
C3~21,1,1297
C4~171,1,661
C5~1005,1,244
C6~3498,1,8
C7~7663,1,8
C6~3491,1,122
C7~7656,1,122
C5~1006,1,30
C6~3499,1,30
C7~7664,1,30
C5~1004,1,101
C6~3483,1,8
C7~7648,1,8
C6~3486,1,9
C7~7651,1,9
C6~3497,1,6
C7~7662,1,6
C6~3494,1,12
C7~7659,1,12
C6~3482,1,29
C7~7647,1,29
C6~3496,1,16
C7~7661,1,16
C6~3484,1,46
C7~7649,1,46
C6~3495,1,17
C7~7660,1,17
C5~1007,1,281
C6~3506,1,11
C7~7671,1,11
C6~3503,1,17
C7~7668,1,17
C6~3492,1,36
C7~7657,1,36
C6~3502,1,11
C7~7667,1,11
C4~183,1,636
C5~1070,1,343
C6~3633,1,30
C7~7826,1,30
C6~3485,1,9
C7~7650,1,9
C6~3510,1,16
C7~7675,1,16
C6~3508,1,12
C7~7673,1,12
C6~3501,1,13
C7~7666,1,13
C6~3493,1,27
C7~7658,1,27
C6~3507,1,14
C7~7672,1,14
C6~3509,1,30
C7~7674,1,30
C3~28,1,2795
C4~256,1,1447
C5~1423,1,142
C6~4668,1,74
C7~9365,1,74
C5~1069,1,236
C6~3624,1,43
C7~7817,1,43
C6~3621,1,107
C7~7810,1,33
C5~1068,1,54
C6~3614,1,20
C7~7795,1,10
C6~3634,1,96
C7~7827,1,96
C7~7794,1,10
C6~3504,1,124
C7~7669,1,124
C7~7809,1,74
C6~3620,1,13
C7~7806,1,7
C6~3613,1,8
C7~7791,1,5
C7~7792,1,3
C7~7807,1,6
C6~3615,1,16
C7~7797,1,15
C6~3635,1,92
C7~7828,1,92
C6~3617,1,6
C7~7802,1,6
C6~3616,1,4
C7~7800,1,3
C6~3623,1,32
C7~7815,1,26
C6~3622,1,26
C7~7812,1,21
C6~3629,1,26
C7~7822,1,26
C7~7816,1,6
C7~7813,1,5
C6~3505,1,33
C7~7670,1,33
C3~7,1,1647
C4~49,1,233
C5~302,1,53
C6~1155,1,53
C7~2179,1,53
C5~405,1,4718
C6~1661,1,982
C7~4753,1,37
C6~3625,1,12
C7~7818,1,12
C6~3628,1,28
C7~7821,1,28
C6~3631,1,26
C7~7824,1,26
C6~3627,1,43
C7~7820,1,43
C7~7801,1,1
C3~22,1,677
C4~191,1,347
C5~1098,1,225
C6~3685,1,37
C7~7894,1,29
C6~3682,1,5
C7~7881,1,5
C6~3681,1,30
C7~7880,1,30
C6~3680,1,55
C7~7874,1,19
C7~7875,1,36
C6~3683,1,53
C7~7883,1,42
C7~7884,1,11
C4~192,1,330
C5~1104,1,44
C6~3711,1,24
C7~7932,1,24
C6~3684,1,21
C7~7885,1,21
C5~1099,1,122
C6~3694,1,85
C7~7915,1,85
C6~3687,1,16
C7~7898,1,16
C5~1107,1,34
C6~3725,1,13
C7~7946,1,13
C6~3693,1,24
C7~7914,1,24
C6~3691,1,13
C7~7912,1,13
C5~1106,1,208
C6~3722,1,128
C7~7943,1,128
C5~1105,1,44
C6~3718,1,19
C7~7939,1,19
C6~3717,1,22
C7~7938,1,22
C6~3721,1,48
C7~7942,1,48
C6~3723,1,32
C7~7944,1,32
C6~3726,1,21
C7~7947,1,21
C6~3710,1,20
C7~7931,1,20
C7~7892,1,5
C7~7893,1,3
C6~3686,1,6
C7~7896,1,4
C7~7897,1,2
C3~23,1,1089
C4~204,1,943
C5~1168,1,272
C6~3868,1,41
C7~8124,1,41
C6~3866,1,64
C7~8122,1,64
C5~1169,1,526
C6~3877,1,70
C7~8133,1,70
C5~1167,1,139
C6~3857,1,74
C7~8095,1,74
C6~3865,1,48
C7~8121,1,48
C6~3878,1,88
C7~8134,1,88
C6~3873,1,45
C7~8129,1,45
C6~3864,1,79
C7~8120,1,79
C6~3876,1,145
C7~8132,1,145
C6~3871,1,67
C7~8127,1,67
C6~3874,1,25
C7~8130,1,25
C6~3870,1,43
C7~8126,1,43
C6~3872,1,6
C7~8128,1,6
C6~3855,1,31
C7~8088,1,31
C6~3856,1,34
C7~8094,1,34
C6~3867,1,40
C7~8123,1,40
C5~1166,1,5
C6~3853,1,5
C7~8086,1,5
C6~3879,1,23
C7~8135,1,23
C6~3875,1,14
C7~8131,1,14
C4~205,1,146
C5~1185,1,61
C6~3939,1,45
C7~8234,1,24
C5~1184,1,82
C6~3932,1,22
C7~8225,1,22
C6~3930,1,15
C7~8223,1,15
C6~3934,1,7
C7~8227,1,7
C6~3931,1,19
C7~8224,1,19
C7~8233,1,21
C6~3928,1,13
C7~8221,1,13
C6~3933,1,1
C7~8226,1,1
C6~3938,1,16
C7~8231,1,16
C6~3929,1,4
C7~8222,1,4
C5~1339,1,70
C6~4380,1,68
C7~8924,1,68
C3~24,1,895
C4~211,1,152
C5~1220,1,62
C6~4038,1,33
C7~8346,1,33
C4~207,1,407
C5~1196,1,189
C6~3979,1,7
C7~8287,1,7
C5~1194,1,67
C6~3971,1,4
C7~8279,1,4
C4~212,1,36
C5~1226,1,11
C6~4052,1,11
C7~8364,1,11
C6~3977,1,34
C7~8285,1,34
C5~1224,1,20
C6~4048,1,20
C7~8356,1,20
C6~3978,1,148
C7~8286,1,148
C6~3970,1,47
C7~8278,1,47
C5~1192,1,51
C6~3960,1,35
C7~8268,1,35
C5~1193,1,53
C6~3967,1,5
C7~8275,1,5
C6~3961,1,3
C7~8269,1,3
C5~1195,1,28
C6~3975,1,1
C7~8283,1,1
C6~3974,1,14
C7~8282,1,14
C6~3966,1,38
C7~8274,1,38
C5~1191,1,19
C6~3957,1,19
C7~8265,1,19
C6~3969,1,16
C7~8277,1,16
C6~3973,1,13
C7~8281,1,13
C6~3965,1,10
C7~8273,1,10
C5~1225,1,5
C6~4051,1,5
C7~8363,1,5
C6~3959,1,13
C7~8267,1,13
C4~209,1,149
C5~1211,1,26
C6~4019,1,22
C7~8327,1,22
C6~4020,1,4
C7~8328,1,4
C5~1209,1,87
C6~4011,1,73
C7~8319,1,73
C5~1210,1,30
C6~4016,1,25
C7~8324,1,25
C4~208,1,151
C5~1204,1,99
C6~3993,1,96
C7~8301,1,96
C5~1205,1,39
C6~3999,1,24
C7~8307,1,24
C5~1203,1,13
C6~3991,1,13
C7~8299,1,13
C5~1208,1,6
C6~4008,1,6
C7~8316,1,6
C6~4015,1,4
C7~8323,1,4
C6~4012,1,3
C7~8320,1,3
C6~4017,1,1
C7~8325,1,1
C6~4010,1,11
C7~8318,1,11
C5~1221,1,74
C6~4041,1,65
C7~8349,1,65
C6~3998,1,15
C7~8306,1,15
C5~190,1,509
C6~766,1,72
C7~1670,1,72
C6~4037,1,29
C7~8345,1,29
C5~1219,1,16
C6~4035,1,16
C7~8343,1,16
C6~4042,1,9
C7~8350,1,9
C4~50,1,548
C5~319,1,83
C6~1179,1,83
C7~2205,1,83
C3~25,1,2053
C4~218,1,81
C5~1248,1,29
C6~4087,1,23
C7~8415,1,23
C4~217,1,125
C5~1238,1,16
C6~4069,1,16
C7~8391,1,16
C5~1247,1,24
C6~4082,1,15
C7~8410,1,15
C6~4083,1,5
C7~8411,1,5
C5~1237,1,18
C6~4068,1,18
C7~8390,1,18
C5~1249,1,27
C6~4092,1,6
C7~8420,1,6
C5~1244,1,7
C6~4078,1,7
C7~8406,1,7
C4~221,1,733
C5~1263,1,8
C6~4142,1,6
C7~8526,1,6
C6~4090,1,3
C7~8418,1,3
C5~1236,1,9
C6~4064,1,9
C7~8380,1,9
C5~1245,1,13
C6~4079,1,13
C7~8407,1,13
C5~1240,1,9
C6~4071,1,9
C7~8393,1,9
C5~1243,1,20
C6~4077,1,20
C7~8405,1,20
C6~4091,1,18
C7~8419,1,18
C5~1239,1,8
C6~4070,1,8
C7~8392,1,8
C5~1241,1,16
C6~4075,1,16
C7~8403,1,16
C6~4084,1,4
C7~8412,1,4
C6~4088,1,6
C7~8416,1,6
C4~220,1,555
C5~1256,1,460
C6~4116,1,78
C7~8468,1,57
C6~4114,1,98
C7~8460,1,62
C4~219,1,559
C5~1253,1,330
C6~4104,1,246
C7~8442,1,32
C7~8441,1,67
C5~1242,1,8
C6~4076,1,8
C7~8404,1,8
C5~1252,1,220
C6~4099,1,135
C7~8428,1,48
C7~8440,1,23
C7~8443,1,98
C5~1261,1,145
C6~4131,1,20
C7~8494,1,20
C5~1251,1,9
C6~4096,1,9
C7~8424,1,9
C6~4129,1,43
C7~8490,1,43
C5~1257,1,88
C6~4119,1,74
C7~8477,1,54
C7~8439,1,10
C5~1264,1,252
C6~4149,1,171
C7~8539,1,171
C6~4148,1,81
C7~8538,1,81
C6~4115,1,158
C7~8465,1,30
C7~8429,1,31
C6~4098,1,85
C7~8426,1,85
C6~4103,1,84
C7~8436,1,31
C7~8435,1,17
C7~8437,1,36
C7~8430,1,56
C5~1265,1,93
C6~4152,1,30
C7~8542,1,30
C7~8444,1,15
C6~4153,1,49
C7~8543,1,49
C7~8469,1,17
C7~8459,1,8
C7~8476,1,7
C6~4111,1,47
C7~8451,1,47
C7~8478,1,13
C4~255,1,1348
C5~1408,1,992
C6~4601,1,608
C7~9285,1,540
C6~4120,1,14
C7~8480,1,11
C7~8463,1,88
C6~4112,1,75
C7~8453,1,59
C7~8454,1,15
C7~8470,1,4
C7~8466,1,21
C7~8481,1,3
C7~8461,1,28
C5~1262,1,232
C6~4138,1,100
C7~8516,1,38
C7~8517,1,52
C6~4136,1,25
C7~8510,1,3
C7~8508,1,17
C6~4144,1,1
C7~8530,1,1
C6~4135,1,15
C7~8503,1,12
C7~8518,1,5
C6~4137,1,91
C7~8513,1,6
C7~8512,1,79
C7~8514,1,6
C7~8509,1,5
C7~8505,1,1
C6~4130,1,82
C7~8493,1,82
C7~8504,1,2
C5~1260,1,3
C6~4127,1,3
C7~8488,1,3
C7~8464,1,19
C6~4143,1,1
C7~8529,1,1
C6~4154,1,14
C7~8544,1,14
C5~1524,1,236
C6~4872,1,87
C7~9631,1,87
C7~5807,1,9
C6~2341,1,203
C7~5862,1,203
C3~26,1,1019
C4~228,1,430
C5~1292,1,63
C6~4230,1,28
C7~8653,1,28
C5~1291,1,220
C6~4225,1,13
C7~8645,1,13
C6~4224,1,79
C7~8641,1,79
C6~4226,1,127
C7~8646,1,127
C5~1293,1,91
C6~4235,1,51
C7~8658,1,51
C6~4231,1,5
C7~8654,1,5
C5~1290,1,56
C6~4222,1,56
C7~8639,1,56
C6~4236,1,1
C7~8659,1,1
C6~4234,1,39
C7~8657,1,39
C4~229,1,204
C5~1298,1,89
C6~4248,1,60
C7~8671,1,60
C6~4232,1,16
C7~8655,1,16
C6~4229,1,14
C7~8652,1,14
C6~4249,1,14
C7~8672,1,14
C6~4250,1,15
C7~8673,1,15
C5~1300,1,81
C6~4254,1,81
C7~8677,1,81
C5~1299,1,25
C6~4253,1,25
C7~8676,1,25
C4~230,1,45
C5~1303,1,45
C6~4258,1,45
C7~8681,1,45
C4~284,1,172
C5~1550,1,40
C6~4940,1,40
C7~9721,1,40
C5~1297,1,9
C6~4246,1,9
C7~8669,1,9
C5~1530,1,186
C6~4894,1,74
C7~9655,1,74
C6~2349,1,4
C7~5870,1,4
C4~233,1,287
C5~1312,1,105
C6~4281,1,60
C7~8735,1,60
C6~4280,1,36
C7~8733,1,30
C5~1311,1,59
C6~4278,1,59
C7~8730,1,59
C7~8734,1,6
C6~4282,1,8
C7~8736,1,8
C5~1313,1,123
C6~4289,1,30
C7~8753,1,4
C6~4288,1,23
C7~8749,1,2
C6~4286,1,60
C7~8742,1,44
C7~8748,1,21
C7~8741,1,10
C7~8752,1,23
C7~8751,1,3
C7~8743,1,5
C6~4287,1,10
C7~8745,1,10
C4~279,1,905
C5~1508,1,732
C6~4809,1,339
C7~9546,1,77
C4~236,1,251
C5~1326,1,55
C6~4326,1,9
C7~8849,1,3
C6~4327,1,3
C7~8854,1,3
C5~1324,1,83
C6~4319,1,38
C7~8827,1,17
C5~1320,1,16
C6~4300,1,16
C7~8774,1,16
C5~1321,1,6
C6~4303,1,4
C7~8783,1,3
C6~4317,1,13
C7~8820,1,4
C5~1330,1,1031
C6~4338,1,562
C7~8882,1,562
C5~1332,1,55
C6~4349,1,25
C7~8893,1,25
C6~4325,1,6
C7~8846,1,1
C7~8847,1,5
C4~250,1,780
C5~1397,1,644
C6~4585,1,65
C7~9256,1,65
C5~1328,1,29
C6~4332,1,21
C7~8866,1,2
C5~1325,1,2
C6~4322,1,1
C7~8837,1,1
C5~1323,1,24
C6~4314,1,2
C7~8812,1,2
C5~1338,1,215
C6~4377,1,28
C7~8921,1,28
C6~4365,1,111
C7~8909,1,111
C5~1322,1,30
C6~4308,1,28
C7~8795,1,16
C6~4324,1,37
C7~8841,1,36
C7~8828,1,4
C6~4312,1,12
C7~8805,1,2
C6~4318,1,32
C7~8823,1,1
C7~8850,1,6
C4~243,1,15509
C5~1387,1,623
C6~4572,1,623
C7~9238,1,623
C6~4337,1,164
C7~8879,1,164
C5~1329,1,64
C6~4335,1,64
C7~8877,1,64
C5~1342,1,400
C6~4389,1,101
C7~8933,1,101
C5~1337,1,552
C6~4371,1,166
C7~8915,1,166
C5~1331,1,138
C6~4346,1,54
C7~8890,1,54
C5~1335,1,37
C6~4362,1,13
C7~8906,1,13
C6~4339,1,140
C7~8883,1,140
C5~1343,1,955
C6~4398,1,219
C7~8942,1,219
C6~4347,1,47
C7~8891,1,47
C6~4375,1,98
C7~8919,1,98
C6~4584,1,128
C7~9255,1,31
C6~4340,1,79
C7~8884,1,79
C6~4372,1,81
C7~8916,1,81
C6~4376,1,89
C7~8920,1,89
C6~4397,1,67
C7~8941,1,67
C6~4370,1,195
C7~8914,1,195
C5~1340,1,88
C6~4383,1,88
C7~8927,1,88
C6~4367,1,14
C7~8911,1,14
C6~4343,1,22
C7~8887,1,22
C6~4341,1,86
C7~8885,1,86
C6~4373,1,110
C7~8917,1,110
C6~4396,1,157
C7~8940,1,157
C6~4385,1,13
C7~8929,1,13
C6~4395,1,109
C7~8939,1,109
C5~1333,1,136
C6~4355,1,38
C7~8899,1,38
C6~4363,1,24
C7~8907,1,24
C6~4391,1,125
C7~8935,1,125
C6~4352,1,30
C7~8896,1,30
C6~4353,1,30
C7~8897,1,30
C6~4399,1,136
C7~8943,1,136
C5~1366,1,768
C6~4459,1,179
C7~9041,1,179
C6~4392,1,74
C7~8936,1,74
C5~1386,1,275
C6~4571,1,91
C7~9237,1,91
C6~4400,1,267
C7~8944,1,267
C5~1384,1,269
C6~4557,1,130
C7~9220,1,86
C6~4344,1,2
C7~8888,1,2
C6~4345,1,13
C7~8889,1,13
C6~4356,1,20
C7~8900,1,20
C5~1375,1,181
C6~4504,1,61
C7~9111,1,9
C6~4354,1,11
C7~8898,1,11
C6~4350,1,30
C7~8894,1,30
C6~4388,1,23
C7~8932,1,23
C7~9253,1,25
C6~4357,1,7
C7~8901,1,7
C4~260,1,1130
C5~1440,1,205
C6~4705,1,32
C7~9411,1,32
C5~1383,1,2248
C6~4553,1,1022
C7~9214,1,1022
C5~1363,1,2828
C6~4450,1,656
C7~9026,1,492
C5~1377,1,3038
C6~4511,1,1873
C7~9130,1,295
C7~9132,1,1230
C6~4467,1,171
C7~9049,1,171
C5~1382,1,216
C6~4544,1,85
C7~9194,1,85
C6~4570,1,37
C7~9236,1,37
C6~4447,1,835
C7~9014,1,241
C4~234,1,53
C5~1316,1,7
C6~4294,1,7
C7~8760,1,7
C4~238,1,114
C5~1355,1,114
C6~4426,1,114
C7~8973,1,114
C5~1380,1,176
C6~4530,1,58
C7~9178,1,58
C4~283,1,678
C5~1541,1,199
C6~4914,1,98
C7~9677,1,33
C5~1436,1,290
C6~4694,1,141
C7~9393,1,60
C6~4693,1,45
C7~9391,1,45
C5~1439,1,93
C6~4703,1,93
C7~9409,1,93
C5~1435,1,160
C6~4689,1,79
C7~9387,1,79
C6~4808,1,164
C7~9543,1,82
C7~9544,1,54
C7~9542,1,28
C5~1468,1,167
C6~4763,1,152
C7~9482,1,82
C6~4807,1,192
C7~9538,1,45
C5~1434,1,223
C6~4684,1,43
C7~9381,1,43
C5~1543,1,92
C6~4923,1,51
C7~9704,1,51
C5~1509,1,120
C6~4814,1,71
C7~9559,1,12
C7~9394,1,81
C5~1542,1,284
C6~4919,1,85
C7~9696,1,20
C6~4685,1,56
C7~9382,1,56
C5~1549,1,51
C6~4939,1,51
C7~9720,1,51
C6~4683,1,124
C7~9380,1,124
C4~264,1,147
C5~1460,1,30
C6~4754,1,30
C7~9472,1,30
C6~4688,1,81
C7~9385,1,81
C7~9539,1,107
C4~267,1,848
C5~1474,1,569
C6~4772,1,569
C7~9502,1,569
C5~1475,1,124
C6~4773,1,124
C7~9503,1,124
C5~1438,1,127
C6~4698,1,46
C7~9398,1,46
C6~4699,1,81
C7~9402,1,81
C5~1544,1,100
C6~4926,1,35
C7~9707,1,35
C4~253,1,949
C5~1405,1,949
C6~4597,1,949
C7~9279,1,949
C7~9695,1,56
C6~4707,1,37
C7~9413,1,37
C7~9547,1,190
C5~1529,1,126
C6~4889,1,109
C7~9650,1,109
C6~4920,1,34
C7~9700,1,15
C7~9548,1,69
C5~1521,1,146
C6~4863,1,139
C7~9616,1,139
C7~9540,1,39
C5~1552,1,66
C6~4942,1,66
C7~9723,1,66
C5~1458,1,48
C6~4752,1,48
C7~9470,1,48
C5~1518,1,35
C6~4846,1,25
C7~9597,1,25
C5~1519,1,40
C6~4855,1,4
C7~9608,1,4
C7~9558,1,49
C7~9678,1,42
C6~4810,1,36
C7~9552,1,16
C6~4764,1,15
C7~9487,1,15
C5~1469,1,102
C6~4766,1,102
C7~9491,1,66
C6~4915,1,101
C7~9684,1,54
C6~4918,1,165
C7~9692,1,57
C7~9683,1,27
C6~4930,1,23
C7~9711,1,23
C7~9699,1,18
C7~9691,1,91
C6~4922,1,35
C7~9703,1,35
C7~9485,1,22
C5~1531,1,163
C6~4897,1,163
C7~9658,1,163
C5~1522,1,27
C6~4864,1,27
C7~9617,1,27
C6~4862,1,7
C7~9615,1,7
C5~1398,1,134
C6~4590,1,134
C7~9272,1,134
C4~239,1,249
C5~1356,1,249
C6~4427,1,249
C7~8974,1,249
C4~240,1,123
C5~1357,1,123
C6~4428,1,123
C7~8975,1,123
C5~1361,1,663
C6~4435,1,285
C7~8985,1,165
C5~1369,1,255
C6~4482,1,33
C7~9073,1,33
C7~9106,1,25
C6~4505,1,120
C7~9112,1,120
C6~4552,1,289
C7~9213,1,289
C6~4451,1,846
C7~9029,1,846
C5~1368,1,284
C6~4477,1,76
C7~9068,1,76
C5~1376,1,305
C6~4508,1,154
C7~9120,1,118
C6~4474,1,160
C7~9061,1,160
C5~1367,1,1033
C6~4469,1,61
C7~9051,1,61
C6~4472,1,454
C7~9059,1,454
C6~4436,1,145
C7~8986,1,145
C5~1381,1,409
C6~4536,1,186
C7~9184,1,186
C7~9028,1,145
C6~4470,1,334
C7~9054,1,81
C7~9109,1,8
C6~4507,1,151
C7~9116,1,27
C6~4539,1,48
C7~9187,1,48
C6~4438,1,101
C7~8990,1,101
C7~9016,1,99
C7~9107,1,7
C5~1364,1,99
C6~4454,1,10
C7~9036,1,5
C7~9108,1,4
C6~4481,1,36
C7~9072,1,36
C7~9117,1,21
C6~4558,1,20
C7~9223,1,14
C6~4510,1,405
C7~9124,1,284
C6~4479,1,15
C7~9070,1,15
C5~1374,1,91
C6~4501,1,55
C7~9100,1,50
C5~1372,1,136
C6~4493,1,13
C7~9091,1,13
C5~1360,1,87
C6~4431,1,87
C7~8978,1,87
C7~9219,1,18
C6~4515,1,224
C7~9144,1,224
C5~1365,1,118
C6~4457,1,76
C7~9039,1,76
C6~4547,1,110
C7~9199,1,35
C7~8983,1,27
C6~4529,1,17
C7~9176,1,11
C6~4453,1,89
C7~9032,1,89
C6~4569,1,21
C7~9235,1,21
C7~9127,1,31
C6~4433,1,94
C7~8980,1,94
C7~9126,1,67
C6~4460,1,26
C7~9042,1,26
C5~1373,1,317
C6~4497,1,55
C7~9095,1,55
C6~4462,1,41
C7~9044,1,41
C5~1370,1,35
C6~4486,1,10
C7~9079,1,10
C7~9053,1,60
C6~4541,1,19
C7~9190,1,2
C6~4555,1,41
C7~9216,1,41
C7~9017,1,283
C6~4449,1,312
C7~9024,1,152
C5~1378,1,172
C6~4518,1,18
C7~9153,1,9
C6~4546,1,37
C7~9196,1,37
C7~9015,1,212
C7~9110,1,6
C6~4464,1,78
C7~9046,1,78
C6~4483,1,115
C7~9074,1,115
C6~4542,1,45
C7~9192,1,45
C5~1362,1,451
C6~4440,1,82
C7~8994,1,36
C6~4461,1,48
C7~9043,1,48
C7~9198,1,10
C7~9022,1,135
C6~4517,1,24
C7~9149,1,17
C7~9027,1,16
C6~4548,1,387
C7~9203,1,284
C6~4496,1,129
C7~9094,1,129
C6~4445,1,121
C7~9011,1,121
C6~4568,1,126
C7~9234,1,126
C6~4448,1,177
C7~9019,1,11
C7~9101,1,5
C6~4534,1,48
C7~9182,1,48
C7~9147,1,2
C6~4543,1,7
C7~9193,1,7
C6~4475,1,11
C7~9062,1,11
C7~9035,1,3
C6~4476,1,37
C7~9067,1,19
C7~9151,1,6
C6~4441,1,46
C7~8998,1,35
C6~4519,1,12
C7~9155,1,1
C6~4521,1,113
C7~9162,1,113
C7~9224,1,6
C7~9065,1,5
C7~8984,1,93
C6~4442,1,121
C7~9004,1,83
C5~1385,1,234
C6~4566,1,67
C7~9232,1,67
C6~4437,1,33
C7~8989,1,7
C7~9064,1,7
C6~4495,1,64
C7~9093,1,64
C6~4471,1,184
C7~9058,1,184
C7~9023,1,25
C6~4456,1,42
C7~9038,1,42
C6~4550,1,159
C7~9209,1,20
C7~9204,1,68
C7~8988,1,26
C6~4513,1,110
C7~9138,1,36
C7~9221,1,26
C7~9125,1,23
C6~4549,1,129
C7~9207,1,13
C7~9118,1,86
C6~4535,1,52
C7~9183,1,52
C7~9152,1,3
C6~4463,1,92
C7~9045,1,92
C6~4551,1,115
C7~9212,1,115
C7~8996,1,25
C7~9200,1,65
C7~9115,1,17
C7~9211,1,104
C7~9131,1,240
C6~4556,1,33
C7~9217,1,33
C6~4444,1,17
C7~9010,1,17
C6~4560,1,37
C7~9226,1,37
C6~4502,1,30
C7~9102,1,30
C7~9002,1,34
C7~9206,1,116
C7~9066,1,6
C6~4492,1,123
C7~9086,1,2
C7~9089,1,80
C7~9177,1,6
C7~9121,1,36
C5~1379,1,156
C6~4527,1,67
C7~9173,1,67
C6~4514,1,277
C7~9141,1,17
C7~9191,1,17
C6~4465,1,90
C7~9047,1,90
C6~4563,1,106
C7~9229,1,106
C6~4532,1,62
C7~9180,1,62
C6~4466,1,43
C7~9048,1,43
C6~4540,1,12
C7~9188,1,12
C6~4531,1,39
C7~9179,1,39
C7~9057,1,166
C6~4443,1,64
C7~9006,1,47
C6~4525,1,72
C7~9169,1,70
C6~4559,1,8
C7~9225,1,8
C7~9020,1,166
C6~4498,1,69
C7~9096,1,69
C7~9088,1,16
C7~9129,1,108
C5~1371,1,42
