word,id,cnt
BRANCHES,9812,98
C5~3990,9813,98
C6~12474,9814,98
C7~26405,9815,98
DSNY,9816,98
C6~13220,9817,98
C7~27922,9818,98
C5~333,9819,98
C6~13809,9820,98
C7~28653,9821,98
RANA,9822,98
C7~29077,9823,98
C6~15317,9824,98
C7~30948,9825,98
C7~31609,9826,98
SEDUM,9827,98
C6~17679,9828,98
C7~36153,9829,98
LUNCHABLES,9830,98
C5~6092,9831,98
C6~19970,9832,98
DOM,9833,98
TOSCANA,9834,98
C5~6685,9835,98
C6~21349,9836,98
C7~45696,9837,98
C6~21292,9838,98
KMP,9839,98
PCT,9840,97
MONSTERS,9841,97
START,9842,97
ANN,9843,97
MASH,9844,97
C6~2930,9845,97
C7~7058,9846,97
C5~944,9847,97
HUG,9848,97
SKINNYPOP,9849,97
MUSSELS,9850,97
RIGATONI,9851,97
TABLECLOTH,9852,97
SIMILAC,9853,97
C6~5157,9854,97
C7~10331,9855,97
C5~366,9856,97
BUSY,9857,97
CATNIP,9858,97
C6~6105,9859,97
C7~11960,9860,97
PANCAKES,9861,97
STEAKS,9862,97
C7~14939,9863,97
SENSODYNE,9864,97
VENT,9865,97
BRASS,9866,97
TOOLS,9867,97
WRIST,9868,97
C6~10234,9869,97
C6~10325,9870,97
C7~20025,9871,97
C6~10417,9872,97
GENERIC,9873,97
1800,9874,97
BOK,9875,97
C6~13456,9876,97
C7~28885,9877,97
STACYS,9878,97
C6~15758,9879,97
C7~31659,9880,97
C5~5337,9881,97
C6~16590,9882,97
C7~33329,9883,97
C5~5258,9884,97
HANDLES,9885,97
C5~5619,9886,97
C5~5784,9887,97
C7~37351,9888,97
C7~42977,9889,97
C4~1222,9890,97
C5~6950,9891,97
C6~21698,9892,97
C7~46333,9893,97
C7~38513,9894,97
PAPE,9895,97
C7~41927,9896,97
SNYDERS,9897,97
C6~1783,9898,97
C7~5041,9899,97
C6~1826,9900,97
C7~5123,9901,97
SUGARFINA,9902,97
ORZO,9903,96
PIKE,9904,96
WYOMING,9905,96
LD,9906,96
HEADS,9907,96
C6~2353,9908,96
DEGREE,9909,96
CHESTNUT,9910,96
CANOLA,9911,96
67,9912,96
MARIONBERRY,9913,96
MIND,9914,96
C6~3148,9915,96
C7~6986,9916,96
C6~3173,9917,96
TWINING,9918,96
TRIAL,9919,96
SNAK,9920,96
C6~3634,9921,96
C7~7827,9922,96
MIA,9923,96
SV,9924,96
C6~3993,9925,96
C7~8301,9926,96
KUM,9927,96
EXOTIC,9928,96
EM,9929,96
700,9930,96
LIMONCELLO,9931,96
SHREDS,9932,96
C5~2251,9933,96
RUSSET,9934,96
C7~14634,9935,96
FRIDAY,9936,96
BUILD,9937,96
ABS,9938,96
C5~2384,9939,96
C6~7683,9940,96
C7~15033,9941,96
SOAPS,9942,96
MU,9943,96
SENSATIONAL,9944,96
SHORTS,9945,96
C6~9435,9946,96
HOMES,9947,96
NERF,9948,96
C5~3524,9949,96
C6~11182,9950,96
C7~23695,9951,96
BATTERIES,9952,96
SUDOKU,9953,96
TARTAN,9954,96
BABYCARDS,9955,96
C6~13590,9956,96
C7~28256,9957,96
TALAVERA,9958,96
MARINERS,9959,96
O2,9960,96
C7~32241,9961,96
TIDBIT,9962,96
C6~16249,9963,96
C7~32577,9964,96
C6~16368,9965,96
C5~5336,9966,96
C6~16587,9967,96
C7~33326,9968,96
C6~17362,9969,96
C7~34893,9970,96
C6~19727,9971,96
C6~19831,9972,96
PILS,9973,96
C7~44103,9974,96
C6~21439,9975,96
C7~45950,9976,96
C5~4510,9977,96
C6~13854,9978,96
C7~28706,9979,96
C5~552,9980,95
TWIZZLERS,9981,95
TALE,9982,95
PEBBLES,9983,95
05,9984,95
TROPICS,9985,95
TROPIC,9986,95
TOPPERS,9987,95
RCH,9988,95
MIXES,9989,95
COBBLER,9990,95
C5~709,9991,95
MCRMCK,9992,95
LUXURY,9993,95
ANNA,9994,95
C5~845,9995,95
LIMEADE,9996,95
ELBOW,9997,95
RUGELACH,9998,95
C6~4611,9999,95
C7~9304,10000,95
RENEWAL,10001,95
TEMPTATIONS,10002,95
FITS,10003,95
C6~6245,10004,95
C5~1982,10005,95
WOODSTOCK,10006,95
C4~425,10007,95
C5~2342,10008,95
C6~7547,10009,95
C7~14837,10010,95
C6~759,10011,95
HOPPY,10012,95
C6~8300,10013,95
C7~16177,10014,95
C6~8498,10015,95
C6~8379,10016,95
C7~16349,10017,95
CHANCE,10018,95
PEACOCK,10019,95
COKE,10020,95
D3,10021,95
C6~9437,10022,95
C7~18611,10023,95
C4~559,10024,95
VOGUE,10025,95
C5~3604,10026,95
C6~11308,10027,95
C7~23902,10028,95
SCALE,10029,95
AVERY,10030,95
ICONS,10031,95
UNION,10032,95
C6~11567,10033,95
C7~24517,10034,95
PROGRESSIVE,10035,95
C5~3935,10036,95
C6~12383,10037,95
C7~26314,10038,95
NICKEL,10039,95
BIRDHOUSE,10040,95
BUDWEISER,10041,95
AMARYLLIS,10042,95
C6~17464,10043,95
C7~44115,10044,95
C7~38407,10045,95
C6~18926,10046,95
C6~19221,10047,95
C6~21255,10048,95
C7~45517,10049,95
C7~45381,10050,95
C4~630,10051,95
ANTIQUE,10052,94
LEAGUE,10053,94
ANDES,10054,94
RICHARDSON,10055,94
DNR,10056,94
C6~2732,10057,94
C7~6481,10058,94
OM,10059,94
NOURISH,10060,94
C5~891,10061,94
WITHOUT,10062,94
DOCTOR,10063,94
NEAR,10064,94
C6~4433,10065,94
C7~8980,10066,94
SAFARI,10067,94
AZUL,10068,94
FORKS,10069,94
C6~462,10070,94
C7~1026,10071,94
KATZ,10072,94
C7~11025,10073,94
SKIPPY,10074,94
C7~13394,10075,94
BUSINESS,10076,94
JM,10077,94
C4~378,10078,94
TURNOVER,10079,94
MANGOS,10080,94
C6~7016,10081,94
C7~13734,10082,94
TOT,10083,94
SYNERGY,10084,94
C6~844,10085,94
C7~1760,10086,94
JUNIPER,10087,94
SMACKER,10088,94
C5~2752,10089,94
C6~8836,10090,94
C7~17427,10091,94
C5~2952,10092,94
C6~9768,10093,94
C7~19062,10094,94
C6~9828,10095,94
INFLATABLE,10096,94
BLANK,10097,94
C5~3318,10098,94
TEETHER,10099,94
PINNACLE,10100,94
PIRATE,10101,94
FLOR,10102,94
TRIBUNE,10103,94
SCRW,10104,94
LAMP,10105,94
MUGS,10106,94
TL,10107,94
GOL,10108,94
C6~12869,10109,94
C7~26973,10110,94
VISKI,10111,94
C6~13460,10112,94
C7~28072,10113,94
CTM,10114,94
C5~4436,10115,94
C4~811,10116,94
C5~4468,10117,94
C6~13750,10118,94
C7~28584,10119,94
BOULE,10120,94
C5~5008,10121,94
C6~15409,10122,94
C7~31103,10123,94
C5~5037,10124,94
C6~15607,10125,94
C7~31377,10126,94
C6~16469,10127,94
C7~33018,10128,94
C5~5536,10129,94
C7~37287,10130,94
C6~18411,10131,94
C6~18447,10132,94
C7~37422,10133,94
C6~18521,10134,94
PATRON,10135,94
C5~6138,10136,94
C6~20208,10137,94
CONTE,10138,94
GRUNER,10139,94
BURTON,10140,94
C7~45684,10141,94
C6~21495,10142,94
C7~46052,10143,94
MARGAUX,10144,94
CRIOLLA,10145,94
DECOPIC,10146,94
VIL,10147,94
DESIGNERS,10148,94
CANDLESTICK,10149,94
FANATICS,10150,94
C6~2313,10151,93
SWEETARTS,10152,93
MARICH,10153,93
FLR,10154,93
NEST,10155,93
RINDS,10156,93
CHACHERES,10157,93
PARCHMENT,10158,93
LGHT,10159,93
ARBOL,10160,93
MARSALA,10161,93
C6~2928,10162,93
C5~904,10163,93
ENVELOPE,10164,93
CLEMENTINE,10165,93
C5~1265,10166,93
TIKKA,10167,93
C5~1439,10168,93
C6~4703,10169,93
C7~9409,10170,93
C7~8984,10171,93
TOV,10172,93
C6~4610,10173,93
TRAYS,10174,93
C5~1601,10175,93
STOP,10176,93
HUSKY,10177,93
LANCASTER,10178,93
C7~11727,10179,93
C6~6246,10180,93
MAMAN,10181,93
TALENTI,10182,93
C7~13478,10183,93
TENNESSEE,10184,93
C6~7112,10185,93
C7~15045,10186,93
BEESWAX,10187,93
FAJITAS,10188,93
ARIEL,10189,93
C7~16686,10190,93
C6~933,10191,93
FOLLOW,10192,93
SWEETHEART,10193,93
SEARCH,10194,93
FINDING,10195,93
SCRIPT,10196,93
SYMPATHY,10197,93
C7~24503,10198,93
C5~3745,10199,93
C6~11859,10200,93
C7~25153,10201,93
ELMERS,10202,93
C7~25333,10203,93
C7~25838,10204,93
C5~3965,10205,93
C6~12416,10206,93
C7~26347,10207,93
C5~3973,10208,93
C6~12439,10209,93
C7~26370,10210,93
C5~3988,10211,93
C6~12472,10212,93
C7~26403,10213,93
WRISTLET,10214,93
VIOVIA,10215,93
COORS,10216,93
C6~13960,10217,93
C7~28846,10218,93
C6~14198,10219,93
C6~16346,10220,93
CARNATIONS,10221,93
C7~33254,10222,93
C7~35266,10223,93
C6~18102,10224,93
C7~37093,10225,93
C7~37322,10226,93
C6~19988,10227,93
HORNITOS,10228,93
C6~19194,10229,93
SIRAH,10230,93
BROWNE,10231,93
C7~42413,10232,93
TAKIS,10233,93
C6~21334,10234,93
C7~45679,10235,93
C4~1198,10236,93
C5~6926,10237,93
C6~21674,10238,93
C7~46309,10239,93
C4~1239,10240,93
C5~6967,10241,93
C6~21715,10242,93
C7~46350,10243,93
INITIAL,10244,93
C5~558,10245,92
C6~2309,10246,92
C7~5765,10247,92
NOUGAT,10248,92
RANCHER,10249,92
WERTHERS,10250,92
AH,10251,92
SCOOBY,10252,92
RTE,10253,92
UMPQUA,10254,92
CRYSTALS,10255,92
FONDANT,10256,92
MULTICOLOR,10257,92
VALENCIA,10258,92
TACOS,10259,92
COLOMBIAN,10260,92
THROAT,10261,92
CHA,10262,92
C6~407,10263,92
JACOBS,10264,92
C6~3635,10265,92
C7~7828,10266,92
COVE,10267,92
C5~1543,10268,92
PUMPERNICKEL,10269,92
C6~4463,10270,92
C7~9045,10271,92
ZEVIA,10272,92
VERBENA,10273,92
CHICO,10274,92
CESAR,10275,92
POWERADE,10276,92
C7~11103,10277,92
ASH,10278,92
DISP,10279,92
C5~2043,10280,92
C5~2190,10281,92
C6~7512,10282,92
C7~14776,10283,92
TOOTH,10284,92
HANDY,10285,92
CNCLR,10286,92
DESIGNS,10287,92
NEED,10288,92
MOSCOW,10289,92
C5~3235,10290,92
C6~10073,10291,92
C7~19481,10292,92
C6~11401,10293,92
C7~24089,10294,92
HEARST,10295,92
BBALL,10296,92
FLUTE,10297,92
VINO,10298,92
HLDR,10299,92
TIS,10300,92
TOVOLO,10301,92
PANS,10302,92
ONESIE,10303,92
AT16,10304,92
HOODBACK,10305,92
C6~1465,10306,92
CARVED,10307,92
MARIANI,10308,92
C6~16303,10309,92
C7~32639,10310,92
C7~32676,10311,92
C5~5435,10312,92
C7~34500,10313,92
C6~17365,10314,92
C7~34896,10315,92
C6~18742,10316,92
C7~38120,10317,92
C7~43147,10318,92
C6~21060,10319,92
C7~45232,10320,92
C5~6859,10321,92
C6~21570,10322,92
C7~46191,10323,92
HOWE,10324,92
KA&F,10325,92
OTTER,10326,91
CT.,10327,91
SHEILA,10328,91
PEBBLE,10329,91
KOALA,10330,91
PIXAR,10331,91
TOLL,10332,91
C5~653,10333,91
C6~2571,10334,91
C7~6211,10335,91
C6~2933,10336,91
C6~3056,10337,91
C6~3176,10338,91
JJ,10339,91
C7~597,10340,91
SNDWCH,10341,91
ARTICHOKES,10342,91
ROTINI,10343,91
C6~4137,10344,91
C5~1293,10345,91
DISTRICT,10346,91
C6~4571,10347,91
C7~9237,10348,91
C7~9691,10349,91
C5~1374,10350,91
PAREVE,10351,91
BROKEN,10352,91
VIVA,10353,91
110,10354,91
SHACK,10355,91
PELLEGRINO,10356,91
FUZZY,10357,91
C4~322,10358,91
C5~1785,10359,91
C6~5801,10360,91
C7~11315,10361,91
C7~13481,10362,91
MAMMA,10363,91
MORNINGSTAR,10364,91
FRANK,10365,91
C5~2355,10366,91
MISTLETOE,10367,91
ROMANCE,10368,91
REL,10369,91
LIPPY,10370,91
BUCKLE,10371,91
C6~8832,10372,91
C7~17423,10373,91
MCG,10374,91
HEROES,10375,91
BRAVE,10376,91
BANK,10377,91
JAC,10378,91
MIDDLE,10379,91
TAPERED,10380,91
SANDALS,10381,91
C6~11903,10382,91
C5~3943,10383,91
C6~12391,10384,91
C7~26322,10385,91
MIXING,10386,91
BLASTER,10387,91
ZOMPERS,10388,91
C5~4291,10389,91
ANDOUILLE,10390,91
NIGIRI,10391,91
C5~4752,10392,91
C6~15000,10393,91
C6~16255,10394,91
C7~32583,10395,91
C6~16224,10396,91
C7~32534,10397,91
C7~32965,10398,91
C6~16816,10399,91
C7~33671,10400,91
C5~5410,10401,91
C7~35005,10402,91
GORTONS,10403,91
C7~35037,10404,91
YAKINIKU,10405,91
C6~18675,10406,91
C6~20000,10407,91
JOHNNIE,10408,91
C6~19310,10409,91
C6~1647,10410,91
C7~4686,10411,91
UNICED,10412,91
C5~6762,10413,91
HALAL,10414,91
C6~2340,10415,90
C7~5861,10416,90
TURTLES,10417,90
BREAK,10418,90
DARE,10419,90
C7~6015,10420,90
MF,10421,90
STVR,10422,90
GELS,10423,90
CASES,10424,90
STRP,10425,90
C5~648,10426,90
TRT,10427,90
CRAWFISH,10428,90
TADIN,10429,90
MANZANILLA,10430,90
V8,10431,90
CARAMELIZED,10432,90
PIMENTO,10433,90
MUNCHIES,10434,90
MEATLESS,10435,90
PANTRY,10436,90
KALBI,10437,90
KUGEL,10438,90
C6~4465,10439,90
C7~9047,10440,90
REGGIANO,10441,90
C5~1590,10442,90
C6~5278,10443,90
C7~987,10444,90
C5~1682,10445,90
C7~1039,10446,90
TENNIS,10447,90
2000,10448,90
C7~11736,10449,90
CO.,10450,90
MEATS,10451,90
FLOUNDER,10452,90
SORE,10453,90
AUSSIE,10454,90
WATCH,10455,90
CACIA,10456,90
TYPE,10457,90
YOURE,10458,90
WILL,10459,90
C4~553,10460,90
ALONG,10461,90
ECHO,10462,90
FOUNTAIN,10463,90
TASSEL,10464,90
C5~3894,10465,90
WHISK,10466,90
MONACO,10467,90
XO,10468,90
C7~28066,10469,90
LEGGS,10470,90
C6~13784,10471,90
C7~28618,10472,90
C6~13863,10473,90
C7~28733,10474,90
CALABRESE,10475,90
C6~15964,10476,90
C5~5084,10477,90
C6~15698,10478,90
C7~31580,10479,90
C6~15710,10480,90
C7~31592,10481,90
KEVITA,10482,90
C5~5231,10483,90
C6~16354,10484,90
C7~32712,10485,90
C5~5283,10486,90
C6~17710,10487,90
C5~5764,10488,90
C6~18369,10489,90
C7~37265,10490,90
SHINER,10491,90
C6~20156,10492,90
CARLO,10493,90
C6~18873,10494,90
C7~41399,10495,90
C6~19397,10496,90
C7~42037,10497,90
C5~6725,10498,90
TWO-BITE,10499,90
PROMOTIONS,10500,90
BOIL,10501,89
WINTERGREEN,10502,89
CADBURY,10503,89
CCNT,10504,89
SHERBET,10505,89
MACCHIATO,10506,89
APL,10507,89
C7~6019,10508,89
TRKY,10509,89
SAL,10510,89
SEATTLES,10511,89
ORIGIN,10512,89
TOUR,10513,89
SYSTEM,10514,89
C5~938,10515,89
C6~265,10516,89
C6~398,10517,89
C7~765,10518,89
C5~1298,10519,89
C6~4376,10520,89
C7~8920,10521,89
C6~4453,10522,89
C7~9032,10523,89
CANTINA,10524,89
QUILTED,10525,89
C5~1585,10526,89
C6~5031,10527,89
C7~9847,10528,89
PACS,10529,89
LUBRICANT,10530,89
C7~10233,10531,89
HARDWOOD,10532,89
SOFTENER,10533,89
LILIES,10534,89
STA,10535,89
C7~974,10536,89
SAPPHIRE,10537,89
C7~11147,10538,89
WILLIAM,10539,89
C5~1766,10540,89
BEAVER,10541,89
CHOCOLATY,10542,89
MON,10543,89
BEECHERS,10544,89
HAIRSPRAY,10545,89
SLIME,10546,89
ELASTICS,10547,89
WILLIAMS,10548,89
ET,10549,89
SEE,10550,89
TOGETHER,10551,89
TROJAN,10552,89
C7~18646,10553,89
AIOLI,10554,89
C6~11374,10555,89
C7~24034,10556,89
C7~23946,10557,89
C5~3254,10558,89
C6~10094,10559,89
C7~19502,10560,89
PAISLEY,10561,89
ORNMNT,10562,89
SLOTTED,10563,89
C5~3792,10564,89
C6~11945,10565,89
C7~25255,10566,89
C6~12292,10567,89
C7~26174,10568,89
PEELER,10569,89
TORCH,10570,89
RODNEY,10571,89
C5~4461,10572,89
C6~13729,10573,89
C7~28531,10574,89
MARIES,10575,89
C6~14420,10576,89
C7~29606,10577,89
C5~4986,10578,89
C6~16016,10579,89
C7~32248,10580,89
C5~5220,10581,89
C7~33164,10582,89
C6~16776,10583,89
C7~34597,10584,89
C5~5508,10585,89
C7~36798,10586,89
C6~19819,10587,89
C5~6076,10588,89
C6~20181,10589,89
C7~38399,10590,89
CREMANT,10591,89
C6~21446,10592,89
C7~45963,10593,89
ARIANA,10594,89
74,10595,88
C7~25,10596,88
TALKER,10597,88
STADIUM,10598,88
JARS,10599,88
C5~573,10600,88
ORGNL,10601,88
CAMPFIRE,10602,88
C7~6016,10603,88
CREATE,10604,88
DZ,10605,88
TEAS,10606,88
DAR,10607,88
KNUDSEN,10608,88
128,10609,88
MIO,10610,88
C6~3878,10611,88
C7~8134,10612,88
SALADS,10613,88
C5~1257,10614,88
C7~8463,10615,88
HELPER,10616,88
NE,10617,88
C5~1340,10618,88
C6~4383,10619,88
C7~8927,10620,88
AMISH,10621,88
GOD,10622,88
C4~296,10623,88
TRAPPER,10624,88
ICELANDIC,10625,88
101,10626,88
C5~1700,10627,88
CIGARS,10628,88
NOOSA,10629,88
MACARONS,10630,88
C5~2303,10631,88
C6~7408,10632,88
C7~14526,10633,88
BRIGHTS,10634,88
PATTERNED,10635,88
C6~8250,10636,88
BULLDOG,10637,88
C6~8324,10638,88
C7~16211,10639,88
C7~16381,10640,88
5000,10641,88
PETALS,10642,88
625,10643,88
INTO,10644,88
C6~9449,10645,88
175,10646,88
TSN,10647,88
DORA,10648,88
TEACHER,10649,88
PERSON,10650,88
DIARIES,10651,88
MARYLAND,10652,88
C5~312,10653,88
C6~1170,10654,88
C7~2196,10655,88
C5~3930,10656,88
C6~12378,10657,88
C7~26309,10658,88
ETCHED,10659,88
AML,10660,88
JOL,10661,88
C7~3965,10662,88
C7~29071,10663,88
ANDRE,10664,88
CINDYS,10665,88
C6~15927,10666,88
C5~5066,10667,88
C6~15680,10668,88
C7~31562,10669,88
C6~16042,10670,88
C7~32190,10671,88
C6~16269,10672,88
C7~32597,10673,88
DIANTHUS,10674,88
C7~33150,10675,88
C5~5438,10676,88
C7~35964,10677,88
C7~36891,10678,88
C6~19827,10679,88
C7~43018,10680,88
C5~6064,10681,88
C7~43004,10682,88
C7~42928,10683,88
JAMESON,10684,88
C7~41386,10685,88
C7~41994,10686,88
C7~41421,10687,88
BABKA,10688,88
KIMBERLEYS,10689,88
C7~45860,10690,88
C6~21437,10691,88
C7~45948,10692,88
C4~1235,10693,88
C5~6963,10694,88
C6~21711,10695,88
C7~46346,10696,88
DISHTOWEL,10697,88
HAZELNUTS,10698,87
C7~5909,10699,87
FINEST,10700,87
DOO,10701,87
POPPYSEED,10702,87
NEAPOLITAN,10703,87
C6~2516,10704,87
C7~6140,10705,87
CLSC,10706,87
C6~2536,10707,87
C7~6166,10708,87
WONDERLAND,10709,87
LANGERS,10710,87
SPARK,10711,87
DICE,10712,87
C5~1209,10713,87
C6~4872,10714,87
C7~9631,10715,87
CHESTNUTS,10716,87
C5~1360,10717,87
C6~4431,10718,87
C7~8978,10719,87
OXYGEN,10720,87
C6~4738,10721,87
C7~9456,10722,87
ENCHANTED,10723,87
C7~900,10724,87
CROIX,10725,87
CLAWS,10726,87
RTU,10727,87
C6~7043,10728,87
TAI,10729,87
EASTERN,10730,87
SLEEK,10731,87
C4~466,10732,87
C5~2540,10733,87
C6~8145,10734,87
C7~15928,10735,87
NEUTRO,10736,87
SHADES,10737,87
BUS,10738,87
SUPERSTAY,10739,87
SHADY,10740,87
LENGTH,10741,87
PIXIE,10742,87
C4~567,10743,87
READING,10744,87
C5~3617,10745,87
C6~11389,10746,87
C7~24066,10747,87
VONS,10748,87
FRAMED,10749,87
BUTCHER,10750,87
UGLY,10751,87
DAYCARDS,10752,87
WCONVENTIONAL,10753,87
HAMMERED,10754,87
C5~3831,10755,87
C5~3989,10756,87
C6~12473,10757,87
C7~26404,10758,87
VNECK,10759,87
BCA,10760,87
MYTOWN,10761,87
COBB,10762,87
OKTOBERFEST,10763,87
C7~29210,10764,87
C5~5042,10765,87
C6~15987,10766,87
HOSTA,10767,87
C7~33856,10768,87
C6~17241,10769,87
C7~35039,10770,87
C5~5772,10771,87
C6~18401,10772,87
C7~37310,10773,87
C5~5680,10774,87
C6~18138,10775,87
C7~36835,10776,87
C6~18544,10777,87
C7~37660,10778,87
C7~37758,10779,87
C7~38067,10780,87
C6~20054,10781,87
ZANG,10782,87
C7~41497,10783,87
CAVA,10784,87
C6~1667,10785,87
C7~4777,10786,87
C7~5148,10787,87
C6~21360,10788,87
C7~45707,10789,87
C5~6875,10790,87
C6~21598,10791,87
C7~46230,10792,87
GORCERY,10793,87
C7~43964,10794,87
C6~1665,10795,87
ZATARAINS,10796,86
BREATH,10797,86
BNS,10798,86
CNDY,10799,86
WILEY,10800,86
HPMU,10801,86
FANTA,10802,86
C5~603,10803,86
TUMERIC,10804,86
SHIP,10805,86
GLDN,10806,86
LEVEL,10807,86
PRD,10808,86
BISCOFF,10809,86
STARKIST,10810,86
C6~4341,10811,86
C7~8885,10812,86
C7~9220,10813,86
DUMMY,10814,86
MATZAH,10815,86
C7~9118,10816,86
LIOR,10817,86
SPRITE,10818,86
FRONTERA,10819,86
HVY,10820,86
C6~5367,10821,86
C7~10551,10822,86
DECADENT,10823,86
LTR,10824,86
MELTING,10825,86
C7~14503,10826,86
C5~2261,10827,86
BATTERED,10828,86
C6~779,10829,86
C7~1683,10830,86
BASTING,10831,86
POMADE,10832,86
KEEPER,10833,86
C6~8339,10834,86
C7~16252,10835,86
CETAPHIL,10836,86
LASHES,10837,86
VI,10838,86
PENS,10839,86
DENIM,10840,86
GEAR,10841,86
C6~1015,10842,86
C7~1971,10843,86
C6~11420,10844,86
C7~24135,10845,86
C4~578,10846,86
C5~3371,10847,86
SQUIRT,10848,86
DART,10849,86
STORIES,10850,86
SKULLS,10851,86
C7~25845,10852,86
SWIFFER,10853,86
KATELLE,10854,86
EARTHWISE,10855,86
C5~4393,10856,86
C6~13491,10857,86
C7~28103,10858,86
BASKETS,10859,86
C6~13359,10860,86
PANSY,10861,86
C5~4423,10862,86
C6~13587,10863,86
C7~28253,10864,86
C6~1466,10865,86
C5~5248,10866,86
SWORDFISH,10867,86
C5~5542,10868,86
C6~18103,10869,86
C6~18170,10870,86
C7~36930,10871,86
BAR-S,10872,86
C7~42971,10873,86
BREWERY,10874,86
C6~19068,10875,86
C6~19507,10876,86
BATARD,10877,86
C6~21318,10878,86
C7~45655,10879,86
C6~21137,10880,86
C7~45329,10881,86
C6~13519,10882,86
C7~28149,10883,86
EARTHLY,10884,85
62,10885,85
CONC,10886,85
BARISTA,10887,85
FRM,10888,85
TWDS,10889,85
ANCHO,10890,85
ORLEANS,10891,85
C6~3186,10892,85
C7~7063,10893,85
EIGHT,10894,85
SINUS,10895,85
GNGR,10896,85
BREATHE,10897,85
C6~260,10898,85
C6~3694,10899,85
C7~7915,10900,85
BAN,10901,85
DUMPLINGS,10902,85
C6~4098,10903,85
C7~8426,10904,85
CKN,10905,85
C6~4544,10906,85
C7~9194,10907,85
C6~4919,10908,85
COST,10909,85
C6~454,10910,85
600,10911,85
C4~310,10912,85
WORLDS,10913,85
MOO,10914,85
C4~316,10915,85
C5~1760,10916,85
C6~5729,10917,85
C7~11225,10918,85
PELLETS,10919,85
C6~6868,10920,85
C6~7366,10921,85
DOODLE,10922,85
BRILLIANT,10923,85
COMPLEX,10924,85
BEAST,10925,85
C5~2660,10926,85
PREBIOTIC,10927,85
DORY,10928,85
C7~23972,10929,85
MIDWEST,10930,85
ANGELES,10931,85
C5~3625,10932,85
C6~11455,10933,85
C7~24233,10934,85
STEELHEAD,10935,85
C4~595,10936,85
C6~10898,10937,85
C7~23218,10938,85
C5~3474,10939,85
C6~11065,10940,85
C7~23456,10941,85
AAA,10942,85
DEUX,10943,85
THANKFUL,10944,85
UPTOWN,10945,85
HEY,10946,85
EMBROIDERED,10947,85
DAISIES,10948,85
CCONVENTIONAL,10949,85
SLICER,10950,85
YTH,10951,85
C7~29222,10952,85
C6~14367,10953,85
C7~29553,10954,85
C7~31125,10955,85
C5~5315,10956,85
RANUNCULUS,10957,85
H&G,10958,85
C6~16818,10959,85
C7~33673,10960,85
C7~34739,10961,85
C6~17366,10962,85
C7~34897,10963,85
C5~5636,10964,85
C7~36800,10965,85
C7~37113,10966,85
C6~18644,10967,85
KRAKEN,10968,85
SAUZA,10969,85
DUCKHORN,10970,85
HAUT,10971,85
SFTY,10972,85
NICOTINE,10973,85
C6~13639,10974,85
C7~28371,10975,85
TRINKET,10976,85
FER,10977,84
JORDAN,10978,84
SEASIDE,10979,84
C7~5957,10980,84
C5~592,10981,84
C6~2435,10982,84
C7~6034,10983,84
PASTEURIZED,10984,84
C5~720,10985,84
SSNG,10986,84
TRADITION,10987,84
OLV,10988,84
C6~3077,10989,84
MOLASSES,10990,84
SELECTIONS,10991,84
ESPECIAL,10992,84
TUXEDO,10993,84
C6~4103,10994,84
JUANITAS,10995,84
RODS,10996,84
CLOWN,10997,84
C5~1589,10998,84
DISHWASHER,10999,84
POL,11000,84
XOXO,11001,84
FLORENTINE,11002,84
C7~11028,11003,84
KITTENS,11004,84
C6~537,11005,84
C6~5807,11006,84
C7~11321,11007,84
J&J,11008,84
C5~2083,11009,84
C6~6605,11010,84
C7~13156,11011,84
C5~2163,11012,84
C5~2196,11013,84
GUNS,11014,84
MICHELINAS,11015,84
C6~7638,11016,84
C7~14968,11017,84
CLIPSTRIP,11018,84
ELEMENTAL,11019,84
SNOWFLAKES,11020,84
STERLING,11021,84
THING,11022,84
C5~2865,11023,84
C6~1026,11024,84
C7~1982,11025,84
C6~10950,11026,84
HELMET,11027,84
GOTHAM,11028,84
CHUG,11029,84
BOOKS,11030,84
COUN,11031,84
BULBS,11032,84
C5~3664,11033,84
DELPHINIUM,11034,84
LUMINARY,11035,84
JW,11036,84
HAC,11037,84
LEGGING,11038,84
C6~13928,11039,84
C5~4568,11040,84
C6~14010,11041,84
C7~28911,11042,84
C7~29120,11043,84
SARTORI,11044,84
C5~4623,11045,84
C6~14245,11046,84
C7~29369,11047,84
C6~14387,11048,84
C7~29573,11049,84
C4~862,11050,84
C5~4950,11051,84
ROCKFISH,11052,84
C6~17375,11053,84
C6~17451,11054,84
HABOR,11055,84
C6~17797,11056,84
C7~36128,11057,84
C7~35999,11058,84
C5~5746,11059,84
C6~18349,11060,84
C7~37245,11061,84
C5~5773,11062,84
C6~18402,11063,84
C7~37311,11064,84
C7~38035,11065,84
C7~38666,11066,84
C7~41167,11067,84
C6~19642,11068,84
C6~2344,11069,83
C7~5865,11070,83
C7~60,11071,83
CHOCOLOVE,11072,83
C7~29,11073,83
FUNSIZE,11074,83
WANT,11075,83
LIF,11076,83
BOBOS,11077,83
KELLY,11078,83
DASH,11079,83
TARTAR,11080,83
MONK,11081,83
BRAZIL,11082,83
DECAFFEINATED,11083,83
POPPED,11084,83
FAR,11085,83
TRPL,11086,83
LW,11087,83
C5~319,11088,83
C6~1179,11089,83
C7~2205,11090,83
C5~1324,11091,83
ANNIE,11092,83
LING,11093,83
YUZU,11094,83
CANDIED,11095,83
C7~9004,11096,83
FALAFEL,11097,83
