Item,Freq,Size
7~4381,91,1
6~8846,24,1
7~10086,17,1
7~10499,15,1
7~8272,28,1
7~11512,11,1
7~8742,25,1
7~12058,9,1
7~12347,8,1
7~9061,23,1
7~12712,7,1
7~10500,15,1
7~5351,66,1
7~8743,25,1
3~227,3187,1
4~1149,401,1
5~1149,34,1
6~1149,34,1
7~1149,34,1
5~8181,27,1
6~8181,1,1
7~8181,1,1
6~11148,6,1
7~11148,6,1
6~9862,9,1
7~9862,9,1
6~9183,11,1
7~9183,11,1
5~6049,53,1
6~15245,2,1
7~15246,2,1
6~13581,5,1
7~15247,2,1
7~14659,3,1
6~13031,6,1
7~13582,5,1
6~10955,13,1
7~14660,3,1
7~12713,7,1
6~12348,8,1
7~15248,2,1
7~14023,4,1
6~11736,10,1
7~14661,3,1
7~14024,4,1
6~13032,6,1
7~14662,3,1
7~16097,1,1
6~14663,3,1
7~15249,2,1
7~16098,1,1
7~14664,3,1
7~15250,2,1
7~14665,3,1
7~15251,2,1
7~16099,1,1
5~4996,74,1
6~13033,6,1
7~16100,1,1
7~14666,3,1
6~13034,6,1
7~13583,5,1
6~12349,8,1
7~13035,6,1
6~11149,12,1
7~12059,9,1
6~9863,18,1
7~11513,11,1
6~10682,14,1
7~16101,1,1
7~12714,7,1
6~11737,10,1
7~14025,4,1
5~3414,132,1
6~12715,7,1
7~14667,3,1
7~15252,2,1
6~13036,6,1
7~14668,3,1
7~16102,1,1
6~11150,12,1
7~13584,5,1
7~14026,4,1
6~10087,17,1
7~14027,4,1
7~13037,6,1
6~8847,24,1
7~13038,6,1
7~12350,8,1
6~9372,21,1
7~12716,7,1
7~12351,8,1
6~9373,21,1
7~11738,10,1
7~14669,3,1
6~11514,11,1
7~14028,4,1
7~14670,3,1
7~15253,2,1
7~16103,1,1
7~15254,2,1
7~14671,3,1
7~12717,7,1
7~13039,6,1
7~13040,6,1
7~15255,2,1
7~15256,2,1
7~14672,3,1
7~12718,7,1
7~11739,10,1
7~13041,6,1
7~12352,8,1
7~14029,4,1
6~10956,13,1
7~13585,5,1
5~4748,81,1
6~15257,2,1
7~16104,1,1
6~13586,5,1
7~14030,4,1
6~12719,7,1
7~13587,5,1
6~10683,14,1
7~14673,3,1
7~13042,6,1
6~10088,17,1
7~13588,5,1
7~12720,7,1
6~9713,19,1
7~13043,6,1
7~13044,6,1
6~11515,11,1
7~15258,2,1
7~14031,4,1
6~13045,6,1
7~16105,1,1
7~14674,3,1
7~12353,8,1
7~16106,1,1
7~16107,1,1
7~15259,2,1
7~13589,5,1
7~13590,5,1
7~12721,7,1
7~13591,5,1
7~15260,2,1
3~43,20507,1
4~121,5933,1
5~969,200,1
6~969,200,1
7~969,200,1
5~1839,95,1
6~1839,95,1
7~1839,95,1
5~272,842,1
6~272,842,1
7~272,842,1
5~1015,192,1
6~1015,192,1
7~1015,192,1
5~121,224,1
6~121,224,1
7~121,224,1
5~1755,102,1
6~1755,102,1
7~1755,102,1
5~2998,53,1
6~2998,53,1
7~2998,53,1
5~2733,60,1
6~2733,60,1
7~2733,60,1
5~432,477,1
6~432,477,1
7~432,477,1
5~931,211,1
6~931,211,1
7~931,211,1
5~897,219,1
6~897,219,1
7~897,219,1
5~1915,91,1
6~1915,91,1
7~1915,91,1
5~5633,20,1
6~5633,20,1
7~5633,20,1
5~3415,44,1
6~3415,44,1
7~3415,44,1
5~375,556,1
6~375,556,1
7~375,556,1
5~685,301,1
6~685,301,1
7~685,301,1
5~5812,19,1
6~5812,19,1
7~5812,19,1
5~798,247,1
6~798,247,1
7~798,247,1
5~2403,70,1
6~2403,70,1
7~2403,70,1
5~1970,88,1
6~1970,88,1
7~1970,88,1
5~924,212,1
6~924,212,1
7~924,212,1
5~821,238,1
6~821,238,1
7~821,238,1
5~203,1209,1
6~203,1209,1
7~203,1209,1
5~1709,106,1
6~1709,106,1
7~1709,106,1
5~2832,57,1
6~2832,57,1
7~2832,57,1
3~175,4258,1
4~2983,130,1
5~2983,10,1
6~2983,10,1
7~2983,10,1
5~11740,10,1
6~11151,6,1
7~11151,6,1
5~7572,32,1
6~7572,1,1
7~7572,1,1
5~7014,40,1
6~5743,29,1
7~5743,29,1
5~7194,38,1
6~5072,36,1
7~5072,36,1
6~12354,4,1
7~12354,4,1
6~12355,4,1
7~12355,4,1
6~14032,2,1
7~14032,2,1
6~10684,7,1
7~10684,7,1
6~8273,14,1
7~8273,14,1
6~7573,17,1
7~7573,17,1
4~2554,194,1
5~11741,10,1
6~9512,10,1
7~9512,10,1
5~13046,6,1
6~11152,6,1
7~11152,6,1
5~10957,13,1
6~9184,11,1
7~9184,11,1
6~14033,2,1
7~14033,2,1
5~7102,39,1
6~10685,7,1
7~10685,7,1
5~12722,7,1
6~11742,5,1
7~11742,5,1
5~7503,35,1
6~12356,4,1
7~12356,4,1
5~5604,61,1
6~7574,17,1
7~7574,17,1
5~11516,11,1
6~11743,5,1
7~11743,5,1
5~11153,12,1
6~11154,6,1
7~11154,6,1
6~5446,32,1
7~5446,32,1
6~14034,2,1
7~14034,2,1
6~5534,31,1
7~5534,31,1
6~4479,44,1
7~4479,44,1
6~11155,6,1
7~11155,6,1
6~11156,6,1
7~11156,6,1
4~921,467,1
5~921,57,1
6~921,57,1
7~921,57,1
5~8274,28,1
6~15261,1,1
7~15261,1,1
6~7575,17,1
7~7575,17,1
5~8848,24,1
6~8034,15,1
7~8034,15,1
6~9513,10,1
7~9513,10,1
6~9864,9,1
7~9864,9,1
5~4912,76,1
6~14035,4,1
7~14036,4,1
5~7195,38,1
6~13047,6,1
7~14037,4,1
6~8450,27,1
7~8451,27,1
6~10501,15,1
7~10958,13,1
7~15262,2,1
6~6596,45,1
7~9374,21,1
6~10089,17,1
7~14038,4,1
7~15263,2,1
7~8849,24,1
5~2108,244,1
6~2630,188,1
7~13592,5,1
6~14039,4,1
7~14040,4,1
7~10959,13,1
7~2700,183,1
6~6080,52,1
7~6164,51,1
7~16108,1,1
4~655,946,1
5~1620,117,1
6~1620,111,1
7~1620,111,1
5~3909,46,1
6~3909,31,1
7~3909,31,1
5~2034,90,1
6~2034,82,1
7~2034,82,1
5~1113,495,1
6~1113,14,1
7~1113,14,1
5~15264,2,1
6~14041,2,1
7~14041,2,1
5~2750,179,1
6~1613,170,1
7~1613,170,1
6~9865,9,1
7~9865,9,1
5~10090,17,1
6~10256,8,1
7~10256,8,1
6~11157,6,1
7~11157,6,1
6~15265,1,1
7~15265,1,1
6~14042,2,1
7~14042,2,1
6~15266,1,1
7~15266,1,1
6~10257,8,1
7~10257,8,1
6~15267,1,1
7~15267,1,1
6~6830,21,1
7~6830,21,1
6~11158,6,1
7~11158,6,1
6~15268,1,1
7~15268,1,1
6~15269,1,1
7~15269,1,1
6~14043,2,1
7~14043,2,1
6~2683,92,1
7~2683,92,1
6~1102,265,1
7~1102,265,1
6~15270,1,1
7~15270,1,1
6~14044,2,1
7~14044,2,1
6~15271,1,1
7~15271,1,1
6~11744,5,1
7~11744,5,1
6~8581,13,1
7~8581,13,1
6~6501,23,1
7~6501,23,1
6~3391,67,1
7~3391,67,1
4~148,5279,1
5~201,1010,1
6~201,1323,1
7~201,1323,1
5~239,984,1
6~239,984,1
7~239,984,1
5~148,33,1
6~148,33,1
7~148,33,1
5~3481,43,1
6~3481,43,1
7~3481,43,1
5~1034,188,1
6~1034,188,1
7~1034,188,1
5~111,2437,1
6~111,2437,1
7~111,2437,1
5~280,809,1
6~280,809,1
7~280,809,1
5~7719,11,1
6~7719,11,1
7~7719,11,1
5~1521,121,1
6~1521,121,1
7~1521,121,1
5~1282,149,1
6~1282,149,1
7~1282,149,1
5~1858,282,1
6~12357,4,1
7~12357,4,1
6~13048,3,1
7~13048,3,1
6~3158,74,1
7~3158,74,1
6~10258,8,1
7~10258,8,1
6~9514,10,1
7~9514,10,1
6~15272,1,1
7~15272,1,1
6~8850,12,1
7~8850,12,1
6~7576,17,1
7~7576,17,1
6~6081,26,1
7~6081,26,1
6~9515,10,1
7~9515,10,1
6~11745,5,1
7~11745,5,1
6~4178,49,1
7~4178,49,1
5~4457,89,1
6~9714,19,1
7~10091,17,1
6~11746,5,1
7~11746,5,1
6~3787,57,1
7~3787,57,1
6~10960,13,1
7~11159,12,1
6~6952,41,1
7~8452,27,1
6~15273,2,1
7~16109,1,1
6~13593,5,1
7~15274,2,1
6~12723,7,1
7~14675,3,1
7~15275,2,1
6~15276,1,1
7~15276,1,1
7~16110,1,1
7~10686,14,1
7~16111,1,1
7~14676,3,1
6~15277,2,1
7~15278,2,1
7~14045,4,1
6~1503,345,1
7~1503,8,1
7~6953,41,1
7~9062,23,1
7~4997,74,1
7~3232,144,1
7~5918,55,1
4~1092,478,1
5~1092,19,1
6~1092,19,1
7~1092,19,1
5~6831,14,1
6~6831,14,1
7~6831,14,1
5~5919,55,1
6~10688,7,1
7~10688,7,1
5~6082,52,1
6~12363,4,1
7~12363,4,1
6~9867,9,1
7~9867,9,1
5~9868,18,1
6~15283,1,1
7~15283,1,1
5~2228,229,1
6~14047,2,1
7~14047,2,1
6~15284,1,1
7~15284,1,1
5~8035,30,1
6~14048,2,1
7~14048,2,1
6~10260,8,1
7~10260,8,1
6~10689,7,1
7~10689,7,1
6~6502,23,1
7~6502,23,1
6~14049,2,1
7~14049,2,1
6~7809,32,1
7~10505,15,1
7~10093,17,1
6~7197,19,1
7~7197,19,1
6~6346,24,1
7~6346,24,1
6~9869,9,1
7~9869,9,1
5~5605,61,1
6~11747,10,1
7~12062,9,1
7~16116,1,1
6~10690,7,1
7~10690,7,1
6~8744,25,1
7~11519,11,1
7~10691,14,1
6~3899,109,1
7~4698,82,1
7~8453,27,1
6~7953,31,1
7~9870,18,1
7~10962,13,1
6~4323,93,1
7~5535,62,1
7~7954,31,1
6~9516,20,1
7~10963,13,1
7~12727,7,1
3~216,3296,1
4~335,1041,1
5~335,316,1
6~335,316,1
7~335,316,1
5~1689,325,1
6~2984,160,1
7~13598,5,1
7~10506,15,1
7~5709,59,1
5~10507,15,1
6~8851,12,1
7~8851,12,1
5~3376,45,1
6~3376,45,1
7~3376,45,1
6~6661,22,1
7~6661,22,1
6~13053,3,1
7~13053,3,1
6~11748,5,1
7~11748,5,1
7~4749,81,1
6~3278,138,1
7~3278,3,1
7~14050,4,1
7~10094,17,1
7~5173,70,1
5~7577,34,1
6~11160,6,1
7~11160,6,1
5~3856,111,1
6~4289,47,1
7~4289,47,1
7~6662,44,1
6~5847,28,1
7~5847,28,1
6~3503,64,1
7~3503,64,1
5~2545,195,1
6~5073,36,1
7~5073,36,1
6~4780,40,1
7~4780,40,1
6~2428,104,1
7~2428,104,1
6~8036,15,1
7~8036,15,1
4~267,1805,1
5~267,253,1
6~267,253,1
7~267,253,1
5~1274,420,1
6~1274,15,1
7~1274,15,1
5~2546,65,1
6~2546,65,1
7~2546,65,1
6~5174,35,1
7~5174,35,1
6~5536,31,1
7~5536,31,1
5~2365,214,1
6~10261,8,1
7~10261,8,1
6~861,339,1
7~861,339,1
5~1657,331,1
6~1786,149,1
7~1786,149,1
6~4998,37,1
7~4998,37,1
5~1330,427,1
6~3857,111,1
7~13054,6,1
5~6296,49,1
6~9186,11,1
7~9186,11,1
6~4913,38,1
7~4913,38,1
6~1519,182,1
7~1519,182,1
6~1628,169,1
7~1628,169,1
5~6503,46,1
6~4480,44,1
7~4480,44,1
6~14051,2,1
7~14051,2,1
7~11520,11,1
7~4324,93,1
6~1746,308,1
7~1746,3,1
7~16117,1,1
7~12728,7,1
6~12364,8,1
7~16118,1,1
7~2078,248,1
7~10262,16,1
7~14052,4,1
7~7578,34,1
7~14680,3,1
4~557,1083,1
5~557,2,1
6~557,2,1
7~557,2,1
5~4615,28,1
6~4615,28,1
7~4615,28,1
5~1554,118,1
6~1554,118,1
7~1554,118,1
5~3416,44,1
6~3416,44,1
7~3416,44,1
5~837,702,1
6~997,292,1
7~997,292,1
6~9517,10,1
7~9517,10,1
6~746,400,1
7~746,400,1
5~6779,43,1
6~7579,17,1
7~7579,17,1
5~3199,146,1
6~5074,36,1
7~5074,36,1
6~4111,50,1
7~4111,50,1
6~10263,8,1
7~10263,8,1
6~7580,17,1
7~7580,17,1
6~15285,1,1
7~15285,1,1
6~3663,60,1
7~3663,60,1
3~73,12474,1
4~364,1545,1
5~364,56,1
6~364,56,1
7~364,56,1
5~757,789,1
6~757,1,1
7~757,1,1
5~901,654,1
6~1172,452,1
7~1172,32,1
7~5312,67,1
5~6504,46,1
6~8037,15,1
7~8037,15,1
6~5537,31,1
7~5537,31,1
6~5075,72,1
7~8584,26,1
6~5959,27,1
7~5959,27,1
7~6505,46,1
6~411,761,1
7~411,761,1
7~16119,1,1
7~1563,352,1
6~11161,12,1
7~14681,3,1
6~9187,22,1
7~14682,3,1
7~12063,9,1
7~9715,19,1
6~5352,66,1
7~7103,39,1
6~8038,30,1
7~10264,16,1
7~8454,27,1
7~10692,14,1
4~232,3072,1
5~232,1,1
6~232,1,1
7~232,1,1
5~879,442,1
6~879,113,1
7~879,113,1
5~5848,54,1
6~5848,1,1
7~5848,1,1
5~3200,142,1
6~3200,2,1
7~3200,2,1
5~3159,148,1
6~11162,6,1
7~11162,6,1
6~9871,9,1
7~9871,9,1
6~1317,216,1
7~1317,216,1
6~6663,22,1
7~6663,22,1
6~15286,1,1
7~15286,1,1
5~1206,472,1
6~2711,91,1
7~2711,91,1
6~1642,167,1
7~1642,167,1
6~11163,6,1
7~11163,6,1
6~14053,2,1
7~14053,2,1
6~1388,204,1
7~1388,204,1
6~4616,42,1
7~4616,42,1
6~2712,91,1
7~2712,91,1
5~819,717,1
6~6664,22,1
7~6664,22,1
6~1460,192,1
7~1460,192,1
6~2985,80,1
7~2985,80,1
6~6506,23,1
7~6506,23,1
6~5447,32,1
7~5447,32,1
6~11164,6,1
7~11164,6,1
6~9518,10,1
7~9518,10,1
5~4458,89,1
6~8585,13,1
7~8585,13,1
6~9872,9,1
7~9872,9,1
5~2173,236,1
6~3633,61,1
7~3633,61,1
6~3098,76,1
7~3098,76,1
6~8276,14,1
7~8276,14,1
5~2986,160,1
6~9519,10,1
7~9519,10,1
6~2582,96,1
7~2582,96,1
6~8586,13,1
7~8586,13,1
5~9375,21,1
6~15287,1,1
7~15287,1,1
6~13055,3,1
7~13055,3,1
5~2234,228,1
6~10693,7,1
7~10693,7,1
6~7198,19,1
7~7198,19,1
6~5538,31,1
7~5538,31,1
6~4914,38,1
7~4914,38,1
6~4845,39,1
7~4845,39,1
6~8587,13,1
7~8587,13,1
6~11749,5,1
7~11749,5,1
6~7581,17,1
7~7581,17,1
6~6507,23,1
7~6507,23,1
5~1800,295,1
6~3233,72,1
7~3233,72,1
6~3039,78,1
7~3039,78,1
6~13056,3,1
7~13056,3,1
6~10265,8,1
7~10265,8,1
6~1828,144,1
7~1828,144,1
6~1275,225,1
7~1275,225,1
6~9520,10,1
7~9520,10,1
6~14054,2,1
7~14054,2,1
6~3417,66,1
7~3417,66,1
6~9188,11,1
7~9188,11,1
6~15288,1,1
7~15288,1,1
6~7582,17,1
7~7582,17,1
6~4179,49,1
7~4179,49,1
6~9521,10,1
7~9521,10,1
6~4846,39,1
7~4846,39,1
6~5076,36,1
7~5076,36,1
5~5313,67,1
6~7583,34,1
7~15289,2,1
7~12064,9,1
6~11750,10,1
7~15290,2,1
6~6215,25,1
7~6215,25,1
6~7810,16,1
7~7810,16,1
6~13057,3,1
7~13057,3,1
6~8588,13,1
7~8588,13,1
6~5175,35,1
7~5175,35,1
6~2778,88,1
7~2778,88,1
6~13058,3,1
7~13058,3,1
6~9064,23,1
7~16120,1,1
7~13599,5,1
6~8039,15,1
7~8039,15,1
6~2249,113,1
7~2249,113,1
6~8277,14,1
7~8277,14,1
6~5077,36,1
7~5077,36,1
7~14683,3,1
7~9522,20,1
7~15291,2,1
7~13059,6,1
6~15292,1,1
7~15292,1,1
6~4407,45,1
7~4407,45,1
7~16121,1,1
7~10266,16,1
4~89,8889,1
5~89,245,1
6~89,245,1
7~89,245,1
5~448,1370,1
6~448,1,1
7~448,1,1
5~164,4487,1
6~164,1,1
7~164,1,1
6~803,728,1
7~803,4,1
6~915,641,1
7~915,2,1
6~377,1657,1
7~377,4,1
6~250,2829,1
7~250,4,1
5~678,908,1
6~1117,519,1
7~1117,2,1
7~9065,23,1
5~1125,515,1
6~2035,254,1
7~8852,24,1
7~7505,35,1
7~9189,22,1
7~11521,11,1
7~5710,59,1
7~13600,5,1
7~15293,2,1
6~1991,261,1
7~10095,17,1
7~5960,54,1
6~1448,389,1
7~8182,29,1
5~449,1364,1
6~1971,264,1
7~9716,19,1
7~1893,277,1
7~11751,10,1
7~10267,16,1
7~11165,12,1
7~6780,43,1
7~14055,4,1
7~13601,5,1
7~16122,1,1
7~5050,73,1
7~7584,34,1
7~10964,13,1
7~4699,82,1
7~15294,2,1
7~11752,10,1
7~14684,3,1
7~6665,44,1
7~14685,3,1
7~13060,6,1
7~11522,11,1
6~553,1100,1
7~11753,10,1
7~8278,28,1
7~10965,13,1
7~8745,25,1
7~15295,2,1
7~2664,186,1
7~7506,35,1
7~715,850,1
7~5849,56,1
7~9190,22,1
7~7507,35,1
7~2583,192,1
7~12729,7,1
7~9523,20,1
7~11754,10,1
7~4459,89,1
7~6083,52,1
7~12365,8,1
7~13602,5,1
7~10096,17,1
7~10694,14,1
7~15296,2,1
7~16123,1,1
7~7199,38,1
7~8455,27,1
7~5744,58,1
7~9066,23,1
7~11755,10,1
7~6781,43,1
7~8279,28,1
7~11523,11,1
7~7286,37,1
7~2235,228,1
7~10097,17,1
7~3529,127,1
7~13603,5,1
7~324,2051,1
7~2833,171,1
7~784,755,1
7~5745,58,1
7~10508,15,1
7~9873,18,1
7~12366,8,1
7~5850,56,1
7~13061,6,1
7~5176,70,1
7~1998,260,1
7~9376,21,1
7~9377,21,1
7~3748,116,1
7~8746,25,1
7~1488,373,1
7~6782,43,1
7~4481,88,1
7~9524,20,1
7~5634,60,1
7~13062,6,1
7~6666,44,1
7~5920,55,1
7~3160,148,1
7~1349,422,1
7~8589,26,1
7~11166,12,1
7~2864,168,1
7~8280,28,1
7~7955,31,1
7~3530,127,1
7~6667,44,1
4~6783,29,1
5~8747,25,1
6~6783,5,1
7~6783,5,1
6~7347,18,1
7~7347,18,1
5~11167,4,1
6~11167,4,1
7~11167,4,1
6~14056,2,1
7~14056,2,1
1~1458,385,1
2~6216,10,1
3~1198,99,1
4~6216,10,1
5~6216,10,1
6~6216,10,1
7~6216,10,1
4~5961,54,1
5~9191,22,1
6~8853,12,1
7~8853,12,1
5~11524,11,1
6~11168,6,1
7~11168,6,1
5~11756,10,1
6~10695,7,1
7~10695,7,1
6~9525,10,1
7~9525,10,1
5~11525,11,1
6~12367,4,1
7~12367,4,1
6~14057,2,1
7~14057,2,1
6~13063,3,1
7~13063,3,1
6~13064,3,1
7~13064,3,1
6~10696,7,1
7~10696,7,1
4~966,538,1
5~966,22,1
6~966,22,1
7~966,22,1
5~3910,36,1
6~3910,36,1
7~3910,36,1
5~1577,116,1
6~1577,116,1
7~1577,116,1
5~2533,196,1
6~4408,45,1
7~4408,45,1
6~5448,32,1
7~5448,32,1
6~2156,119,1
7~2156,119,1
5~1147,168,1
6~1147,168,1
7~1147,168,1
4~504,1153,1
5~504,23,1
6~504,23,1
7~504,23,1
5~1101,531,1
6~10697,14,1
7~11757,10,1
7~14058,4,1
5~1470,379,1
6~14059,2,1
7~14059,2,1
5~2304,220,1
6~6508,23,1
7~6508,23,1
6~2956,160,1
7~2956,2,1
6~1942,269,1
7~8854,24,1
6~11169,6,1
7~11169,6,1
7~2753,178,1
6~2754,89,1
7~2754,89,1
6~2469,102,1
7~2469,102,1
7~11170,12,1
6~3911,108,1
7~5539,62,1
6~6084,52,1
7~11171,12,1
7~6509,46,1
7~7956,31,1
6~4351,92,1
7~12065,9,1
6~2605,190,1
7~14060,4,1
7~12066,9,1
7~5921,55,1
7~5353,66,1
7~6954,41,1
7~15297,2,1
7~8183,29,1
7~13065,6,1
7~3951,107,1
7~15298,2,1
7~14061,4,1
7~13604,5,1
7~5410,65,1
7~10698,14,1
7~12067,9,1
7~7348,36,1
7~6955,41,1
6~6510,23,1
7~6510,23,1
3~323,2053,1
4~987,559,1
5~987,9,1
6~987,9,1
7~987,9,1
5~1663,330,1
6~2088,246,1
7~2088,1,1
6~4617,84,1
7~7349,36,1
7~5314,67,1
7~10098,17,1
7~11758,10,1
7~7957,31,1
7~7811,32,1
7~10509,15,1
5~2305,220,1
6~3377,135,1
7~6347,48,1
7~9067,23,1
6~2846,85,1
7~2846,85,1
7~4180,98,1
7~7958,31,1
7~5851,56,1
4~1637,279,1
5~1637,19,1
6~1637,19,1
7~1637,19,1
5~4270,95,1
6~2925,82,1
7~2925,82,1
5~3234,144,1
6~4112,50,1
7~4112,50,1
5~5497,21,1
6~5497,21,1
7~5497,21,1
6~8590,13,1
7~8590,13,1
6~2631,94,1
7~2631,94,1
4~2473,139,1
5~2473,21,1
6~2473,21,1
7~2473,21,1
5~6597,15,1
6~6597,15,1
7~6597,15,1
5~7350,12,1
6~7350,12,1
7~7350,12,1
5~11172,4,1
6~11172,4,1
7~11172,4,1
5~2909,55,1
6~2909,55,1
7~2909,55,1
5~7351,12,1
6~7351,12,1
7~7351,12,1
5~10099,17,1
6~14062,2,1
7~14062,2,1
6~13066,3,1
7~13066,3,1
6~11759,5,1
7~11759,5,1
5~12068,3,1
6~12068,3,1
7~12068,3,1
6~10699,7,1
7~10699,7,1
3~1702,320,1
4~6598,45,1
5~11173,4,1
6~11173,4,1
7~11173,4,1
5~10510,5,1
6~10510,5,1
7~10510,5,1
5~7720,11,1
6~7720,11,1
7~7720,11,1
5~4965,25,1
6~4965,25,1
7~4965,25,1
3~360,1730,1
4~717,755,1
5~717,29,1
6~717,29,1
7~717,29,1
5~7721,11,1
6~7721,11,1
7~7721,11,1
5~4062,34,1
6~4062,34,1
7~4062,34,1
5~3079,51,1
6~3079,51,1
7~3079,51,1
5~6348,16,1
6~6348,16,1
7~6348,16,1
5~2374,71,1
6~2374,71,1
7~2374,71,1
5~528,383,1
6~528,383,1
7~528,383,1
5~3378,45,1
6~3378,45,1
7~3378,45,1
5~10511,5,1
6~10511,5,1
7~10511,5,1
5~1700,107,1
6~1700,107,1
7~1700,107,1
5~12069,3,1
6~12069,3,1
7~12069,3,1
1~19,40845,1
2~20,40845,1
3~36,23219,1
4~493,1239,1
5~3988,35,1
6~3988,35,1
7~3988,35,1
5~2264,224,1
6~4999,37,1
7~4999,37,1
5~3551,126,1
6~7812,16,1
7~7812,16,1
5~4382,91,1
6~4847,77,1
7~4847,1,1
5~4895,77,1
6~12368,4,1
7~12368,4,1
5~5635,60,1
6~11760,5,1
7~11760,5,1
6~8281,14,1
7~8281,14,1
5~3080,153,1
6~6349,24,1
7~6349,24,1
6~2649,187,1
7~7959,31,1
6~3873,110,1
7~8855,24,1
5~8591,26,1
6~10700,7,1
7~10700,7,1
6~5051,73,1
7~10966,13,1
6~5922,55,1
7~12730,7,1
7~5177,70,1
7~6085,52,1
7~7508,35,1
7~6832,42,1
7~10512,15,1
5~11526,11,1
6~11527,11,1
7~11761,10,1
7~16124,1,1
7~8184,29,1
7~8456,27,1
7~8040,30,1
7~10701,14,1
7~8185,29,1
7~8856,24,1
5~5449,64,1
6~5962,53,1
7~5962,1,1
6~3482,129,1
7~10702,14,1
7~12070,9,1
7~8748,25,1
7~13067,6,1
7~14686,3,1
6~9192,11,1
7~9192,11,1
6~9717,19,1
7~15299,2,1
7~15300,2,1
7~15301,2,1
7~15302,2,1
7~15303,2,1
7~5498,63,1
7~8749,25,1
7~15304,2,1
7~13068,6,1
5~8041,30,1
6~10703,7,1
7~10703,7,1
7~12071,9,1
7~13069,6,1
5~6165,51,1
6~10268,8,1
7~10268,8,1
7~13070,6,1
7~9378,21,1
5~4896,77,1
6~5746,57,1
7~5746,1,1
7~14687,3,1
7~16125,1,1
7~16126,1,1
6~7015,20,1
7~7015,20,1
6~9068,23,1
7~16127,1,1
5~5411,65,1
6~9874,9,1
7~9874,9,1
7~7352,36,1
7~12072,9,1
5~9069,23,1
6~9070,23,1
7~15305,2,1
7~10100,17,1
7~14688,3,1
6~6784,43,1
7~15306,2,1
7~10269,16,1
7~14063,4,1
7~7960,31,1
7~13605,5,1
7~14064,4,1
7~14689,3,1
7~16128,1,1
7~16129,1,1
6~5852,56,1
7~14690,3,1
5~3552,126,1
6~5853,28,1
7~5853,28,1
7~16130,1,1
7~7585,34,1
7~10101,17,1
7~6956,41,1
7~11762,10,1
7~15307,2,1
7~14691,3,1
7~15308,2,1
7~15309,2,1
6~4181,98,1
7~9875,18,1
7~7016,40,1
7~7353,36,1
7~14065,4,1
5~6668,11,1
6~6668,11,1
7~6668,11,1
3~842,693,1
4~1049,514,1
5~1049,14,1
6~1049,14,1
7~1049,14,1
5~14692,1,1
6~14692,1,1
7~14692,1,1
5~9071,23,1
6~7813,16,1
7~7813,16,1
5~14693,3,1
6~15310,1,1
7~15310,1,1
6~10704,7,1
7~10704,7,1
5~2976,161,1
6~3788,57,1
7~3788,57,1
5~5354,66,1
6~10270,8,1
7~10270,8,1
6~12369,4,1
7~12369,4,1
6~13071,3,1
7~13071,3,1
6~9876,9,1
7~9876,9,1
5~4848,78,1
6~10271,8,1
7~10271,8,1
6~14066,2,1
7~14066,2,1
5~2817,168,1
6~2817,2,1
7~2817,2,1
6~4182,49,1
7~4182,49,1
6~5262,34,1
7~5262,34,1
6~7586,17,1
7~7586,17,1
6~8592,13,1
7~8592,13,1
6~5263,34,1
7~5263,34,1
6~8857,12,1
7~8857,12,1
6~8593,13,1
7~8593,13,1
6~6217,25,1
7~6217,25,1
6~3967,53,1
7~3967,53,1
6~1972,132,1
7~1972,132,1
4~497,890,1
5~497,114,1
6~497,114,1
7~497,114,1
5~2164,235,1
6~2164,1,1
7~2164,1,1
5~1106,524,1
6~1106,2,1
7~1106,2,1
5~6166,17,1
6~6166,17,1
7~6166,17,1
6~2429,104,1
7~2429,104,1
6~2779,88,1
7~2779,88,1
6~10272,8,1
7~10272,8,1
6~12370,4,1
7~12370,4,1
6~15311,1,1
7~15311,1,1
6~5636,30,1
7~5636,30,1
6~1257,227,1
7~1257,227,1
6~3293,70,1
7~3293,70,1
6~2818,86,1
7~2818,86,1
6~1896,138,1
7~1896,138,1
3~66,14425,1
4~69,3314,1
5~69,3314,1
6~69,3314,1
7~69,3314,1
4~1255,452,1
5~1255,1,1
6~1255,1,1
7~1255,1,1
5~505,451,1
6~4145,33,1
7~505,451,1
6~4460,89,1
6~12073,3,1
6~8042,30,1
6~3989,105,1
6~6833,42,1
6~9193,22,1
6~8457,27,1
6~3419,132,1
4~1796,74,1
5~1796,74,1
6~1796,74,1
7~1796,74,1
2~45,18488,1
3~46,18476,1
4~26,18476,1
5~40,17740,1
6~40,1183,1
7~40,1183,1
6~146,1808,1
7~146,1808,1
6~100,2706,1
7~100,2706,1
6~187,1290,1
7~187,1290,1
6~1512,122,1
7~1512,122,1
6~196,1256,1
7~196,1256,1
4~119,6374,1
5~119,133,1
6~119,133,1
7~119,133,1
1~21,18460,1
2~21,18460,1
3~909,646,1
5~3235,48,1
6~3235,48,1
7~3235,48,1
5~2977,159,1
6~2977,1,1
7~2977,1,1
5~845,690,1
6~4781,40,1
7~4781,40,1
6~2123,121,1
7~2123,121,1
5~326,2031,1
6~7017,20,1
7~7017,20,1
6~5854,28,1
7~5854,28,1
5~7354,12,1
6~7354,12,1
7~7354,12,1
5~2957,54,1
6~2957,54,1
7~2957,54,1
5~2606,190,1
6~8284,14,1
7~8284,14,1
6~5637,30,1
7~5637,30,1
6~5078,36,1
7~5078,36,1
6~4915,38,1
