tran_dt,amt
2019-08-04,7.077664233576642
2019-08-05,7.24
2019-08-06,6.525454545454545
2019-08-07,6.718965517241379
2019-08-08,6.6085714285714285
2019-08-09,6.630681818181818
2019-08-10,6.926041666666666
2019-08-11,6.387122302158273
2019-08-12,6.093829787234043
2019-08-13,6.59969696969697
2019-08-14,7.000769230769231
2019-08-15,6.263150684931507
2019-08-16,6.625890410958904
2019-08-17,6.3185365853658535
2019-08-18,6.362580645161291
2019-08-19,6.694444444444445
2019-08-20,6.5708
2019-08-21,6.703214285714286
2019-08-22,6.97
2019-08-23,6.0593939393939396
2019-08-24,6.753576642335767
2019-08-25,7.045413533834586
2019-08-26,6.091914893617021
2019-08-27,6.513378378378379
2019-08-28,8.02818181818182
2019-08-29,6.459365079365079
2019-08-30,6.023000000000001
2019-08-31,6.167868852459017
2019-09-01,6.791617647058823
2019-09-02,6.492666666666667
2019-09-03,5.941428571428571
2019-09-04,6.316521739130435
2019-09-05,6.800405405405406
2019-09-06,6.577866666666666
2019-09-07,6.616554621848739
2019-09-08,6.970769230769231
2019-09-09,7.169183673469388
2019-09-10,6.65
2019-09-11,6.165294117647059
2019-09-12,6.5120000000000005
2019-09-13,7.091777777777778
2019-09-14,6.655323741007194
2019-09-15,6.025040650406504
2019-09-16,6.524864864864864
2019-09-17,5.7824285714285715
2019-09-18,5.75188679245283
2019-09-19,7.301372549019608
2019-09-20,6.78875
2019-09-21,6.028524590163935
2019-09-22,6.917952755905512
2019-09-23,5.764807692307692
2019-09-24,6.593188405797101
2019-09-25,6.5375
2019-09-26,6.724782608695653
2019-09-27,7.278378378378378
2019-09-28,6.528770491803279
2019-09-29,6.728031496062992
2019-09-30,7.9
2019-10-01,7.1875
2019-10-02,7.211551724137931
2019-10-03,7.49948275862069
2019-10-04,7.38945945945946
2019-10-05,6.618794326241135
2019-10-06,6.112086956521739
2019-10-07,7.103454545454546
2019-10-08,6.604426229508197
2019-10-09,5.832941176470588
2019-10-10,6.977111111111112
2019-10-11,6.3365
2019-10-12,7.177194244604316
2019-10-13,6.233758389261745
2019-10-14,7.39469387755102
2019-10-15,5.8990322580645165
2019-10-16,6.4027419354838715
2019-10-17,6.072244897959184
2019-10-18,6.403650793650794
2019-10-19,6.612666666666667
2019-10-20,6.547878787878788
2019-10-21,6.661379310344828
2019-10-22,7.867500000000001
2019-10-23,7.42448275862069
2019-10-24,6.729705882352941
2019-10-25,6.835714285714286
2019-10-26,6.459745762711864
2019-10-27,6.201549295774648
2019-10-28,7.02102564102564
2019-10-29,6.0881132075471704
2019-10-30,6.543913043478261
2019-10-31,6.385593220338983
2019-11-01,5.492682926829268
2019-11-02,6.588444444444445
2019-11-03,7.303046357615894
2019-11-04,7.1623214285714285
2019-11-05,7.169166666666667
2019-11-06,6.517846153846154
2019-11-07,6.8568181818181815
2019-11-08,6.44375
2019-11-09,6.971769230769231
2019-11-10,6.58055900621118
2019-11-11,6.176976744186047
2019-11-12,6.594358974358975
2019-11-13,6.716904761904762
2019-11-14,6.572203389830508
2019-11-15,7.043833333333334
2019-11-16,6.495185185185186
2019-11-17,6.746769230769231
2019-11-18,6.281492537313433
2019-11-19,6.413157894736843
2019-11-20,7.118648648648648
2019-11-21,7.426166666666666
2019-11-22,6.631346153846153
2019-11-23,6.795585585585586
2019-11-24,6.47822429906542
2019-11-25,6.749710144927536
2019-11-26,7.362093023255814
2019-11-27,7.018688524590163
2019-11-28,5.853469387755102
2019-11-29,6.299787234042554
2019-11-30,6.741637931034482
2019-12-01,6.4956910569105695
2019-12-02,6.319428571428571
2019-12-03,6.102297297297297
2019-12-04,6.45
2019-12-05,6.889600000000001
2019-12-06,6.870444444444445
2019-12-07,6.938017241379311
2019-12-08,6.550633802816902
2019-12-09,6.611176470588235
2019-12-10,6.3180281690140845
2019-12-11,6.163548387096774
2019-12-12,5.714107142857143
2019-12-13,7.408222222222222
2019-12-14,6.3322556390977445
2019-12-15,6.767757009345794
2019-12-16,6.7695454545454545
2019-12-17,6.484400000000001
2019-12-18,6.148101265822785
2019-12-19,7.261186440677966
2019-12-20,6.1445
2019-12-21,6.677931034482758
2019-12-22,6.771428571428571
2019-12-23,6.273636363636364
2019-12-24,6.396341463414634
2019-12-25,7.075
2019-12-26,6.300196078431372
2019-12-27,6.41
2019-12-28,6.642543859649122
2019-12-29,6.911047619047618
2019-12-30,7.04703125
2019-12-31,7.151071428571428
