,comb_str,comb_freq,comb_size,imp_flag,bkt_below_10_cnt,bkt_10_20_cnt,bkt_20_50_cnt,bkt_50_100_cnt,bkt_100_above,comb_detail_str,conf_detail_str,conf_max,conf_min,conf_flag
5995,CHEDDAR_CHEESE_CUBES,5,3345,0,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#CUBES~2,2.5#:#1.67#:#2.5,2.5,1.67,1
5996,CHEDDAR_CHEESE_NATURAL,2,3345,1,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#NATURAL~2,1.0#:#0.67#:#1.0,1.0,0.67,0
5997,AMUL_CHEDDAR_PACK,2,3345,1,6,0,0,0,0,AMUL~3#:#CHEDDAR~2#:#PACK~3,0.67#:#1.0#:#0.67,1.0,0.67,0
5998,CHEDDAR_CHEESE_PACK,2,3345,1,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#PACK~3,1.0#:#0.67#:#0.67,1.0,0.67,0
5999,CHEDDAR_CHEESE_SNACK,2,3345,0,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#SNACK~3,1.0#:#0.67#:#0.67,1.0,0.67,0
6000,CHEESE_MOZZARELLA_PACK,3,3345,1,6,0,0,0,0,CHEESE~3#:#MOZZARELLA~2#:#PACK~3,1.0#:#1.5#:#1.0,1.5,1.0,1
6001,CHEESE_PACK_STICK,2,3345,2,6,0,0,0,0,CHEESE~3#:#PACK~3#:#STICK~2,0.67#:#0.67#:#1.0,1.0,0.67,0
6002,CHEESE_MOZZARELLA_SNACK,3,3345,0,6,0,0,0,0,CHEESE~3#:#MOZZARELLA~2#:#SNACK~3,1.0#:#1.5#:#1.0,1.5,1.0,1
6003,CHEESE_SNACK_STICK,5,3345,1,6,0,0,0,0,CHEESE~3#:#SNACK~3#:#STICK~2,1.67#:#1.67#:#2.5,2.5,1.67,1
6004,CHEESE_MOZZARELLA_STICK,3,3345,1,6,0,0,0,0,CHEESE~3#:#MOZZARELLA~2#:#STICK~2,1.0#:#1.5#:#1.5,1.5,1.0,1
6005,MOZZARELLA_PACK_SNACK,4,3345,1,6,0,0,0,0,MOZZARELLA~2#:#PACK~3#:#SNACK~3,2.0#:#1.33#:#1.33,2.0,1.33,1
6006,PACK_SNACK_STICK,2,3345,2,6,0,0,0,0,PACK~3#:#SNACK~3#:#STICK~2,0.67#:#0.67#:#1.0,1.0,0.67,0
6007,MOZZARELLA_PACK_STICK,2,3345,2,6,0,0,0,0,MOZZARELLA~2#:#PACK~3#:#STICK~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6008,MOZZARELLA_SNACK_STICK,2,3345,1,6,0,0,0,0,MOZZARELLA~2#:#SNACK~3#:#STICK~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6009,AMUL_CHEESE_YELLOW,2,3345,0,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#YELLOW~2,0.67#:#0.67#:#1.0,1.0,0.67,0
6010,AMUL_CHEDDAR_PROCESSED,2,3345,0,6,0,0,0,0,AMUL~3#:#CHEDDAR~2#:#PROCESSED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6011,AMUL_CHEDDAR_YELLOW,2,3345,0,6,0,0,0,0,AMUL~3#:#CHEDDAR~2#:#YELLOW~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6012,BLOCK_CHEDDAR_CHEESE,6,3345,0,6,0,0,0,0,BLOCK~2#:#CHEDDAR~2#:#CHEESE~3,3.0#:#3.0#:#2.0,3.0,2.0,1
6013,CHEDDAR_CHEESE_PROCESSED,2,3345,0,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#PROCESSED~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6014,CHEDDAR_CHEESE_YELLOW,2,3345,0,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#YELLOW~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6015,BLOCK_CHEDDAR_PROCESSED,2,3345,0,6,0,0,0,0,BLOCK~2#:#CHEDDAR~2#:#PROCESSED~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6016,CHEDDAR_CHEESE_WHITE,5,3345,1,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#WHITE~2,2.5#:#1.67#:#2.5,2.5,1.67,1
6017,BLOCK_CHEESE_WHITE,3,3345,1,6,0,0,0,0,BLOCK~2#:#CHEESE~3#:#WHITE~2,1.5#:#1.0#:#1.5,1.5,1.0,1
6018,BLOCK_CHEDDAR_WHITE,3,3345,1,6,0,0,0,0,BLOCK~2#:#CHEDDAR~2#:#WHITE~2,1.5#:#1.5#:#1.5,1.5,1.5,1
6019,AMUL_CHEESE_SOFT,3,3345,0,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#SOFT~2,1.0#:#1.0#:#1.5,1.5,1.0,1
6020,AMUL_FRESH_SOFT,3,3345,1,6,0,0,0,0,AMUL~3#:#FRESH~3#:#SOFT~2,1.0#:#1.0#:#1.5,1.5,1.0,1
6021,BRITANNIA_CHEESE_CREAMY,10,3345,1,6,0,0,0,0,BRITANNIA~3#:#CHEESE~3#:#CREAMY~3,3.33#:#3.33#:#3.33,3.33,3.33,1
6022,BRITANNIA_CREAMY_FRESH,2,3345,2,6,0,0,0,0,BRITANNIA~3#:#CREAMY~3#:#FRESH~3,0.67#:#0.67#:#0.67,0.67,0.67,0
6023,BRITANNIA_CREAMY_SPREAD,9,3345,1,6,0,0,0,0,BRITANNIA~3#:#CREAMY~3#:#SPREAD~2,3.0#:#3.0#:#4.5,4.5,3.0,1
6024,CHEESE_CREAMY_SPREAD,9,3345,1,6,0,0,0,0,CHEESE~3#:#CREAMY~3#:#SPREAD~2,3.0#:#3.0#:#4.5,4.5,3.0,1
6025,CHEESE_FAT_LOW,5,3345,0,6,0,0,0,0,CHEESE~3#:#FAT~2#:#LOW~2,1.67#:#2.5#:#2.5,2.5,1.67,1
6026,CHEESE_FAT_SOFT,2,3345,0,6,0,0,0,0,CHEESE~3#:#FAT~2#:#SOFT~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6027,AMUL_BLEND_CHEESE,2,3345,0,6,0,0,0,0,AMUL~3#:#BLEND~2#:#CHEESE~3,0.67#:#1.0#:#0.67,1.0,0.67,0
6028,AMUL_CHEESE_PIZZA,2,3345,0,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#PIZZA~2,0.67#:#0.67#:#1.0,1.0,0.67,0
6029,AMUL_CHEESE_SHREDDED,6,3345,0,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#SHREDDED~2,2.0#:#2.0#:#3.0,3.0,2.0,1
6030,AMUL_BLEND_PIZZA,2,3345,0,6,0,0,0,0,AMUL~3#:#BLEND~2#:#PIZZA~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6031,AMUL_BLEND_SHREDDED,2,3345,0,6,0,0,0,0,AMUL~3#:#BLEND~2#:#SHREDDED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6032,AMUL_PIZZA_SHREDDED,2,3345,0,6,0,0,0,0,AMUL~3#:#PIZZA~2#:#SHREDDED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6033,BLEND_CHEESE_PIZZA,2,3345,0,6,0,0,0,0,BLEND~2#:#CHEESE~3#:#PIZZA~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6034,BLEND_CHEESE_SHREDDED,6,3345,0,6,0,0,0,0,BLEND~2#:#CHEESE~3#:#SHREDDED~2,3.0#:#2.0#:#3.0,3.0,2.0,1
6035,CHEESE_PIZZA_SHREDDED,2,3345,0,6,0,0,0,0,CHEESE~3#:#PIZZA~2#:#SHREDDED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6036,BLEND_PIZZA_SHREDDED,2,3345,0,6,0,0,0,0,BLEND~2#:#PIZZA~2#:#SHREDDED~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6037,BLEND_CHEESE_ITALIAN,2,3345,0,6,0,0,0,0,BLEND~2#:#CHEESE~3#:#ITALIAN~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6038,CHEESE_DAIRY_FREE,3,3345,1,6,0,0,0,0,CHEESE~3#:#DAIRY~2#:#FREE~2,1.0#:#1.5#:#1.5,1.5,1.0,1
6039,CHEESE_DAIRY_PLATES,2,3345,0,6,0,0,0,0,CHEESE~3#:#DAIRY~2#:#PLATES~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6040,CHEESE_DAIRY_URBAN,2,3345,0,6,0,0,0,0,CHEESE~3#:#DAIRY~2#:#URBAN~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6041,CHEESE_FREE_PLATES,2,3345,1,6,0,0,0,0,CHEESE~3#:#FREE~2#:#PLATES~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6042,CHEESE_FREE_URBAN,2,3345,1,6,0,0,0,0,CHEESE~3#:#FREE~2#:#URBAN~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6043,CHEESE_MEXICAN_SHREDDED,2,3345,0,6,0,0,0,0,CHEESE~3#:#MEXICAN~2#:#SHREDDED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6044,CHEESE_MEXICAN_STYLE,2,3345,0,6,0,0,0,0,CHEESE~3#:#MEXICAN~2#:#STYLE~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6045,CHEESE_PLATES_URBAN,2,3345,0,6,0,0,0,0,CHEESE~3#:#PLATES~2#:#URBAN~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6046,CHEESE_SHREDDED_STYLE,3,3345,0,6,0,0,0,0,CHEESE~3#:#SHREDDED~2#:#STYLE~2,1.0#:#1.5#:#1.5,1.5,1.0,1
6047,DAIRY_FREE_PLATES,2,3345,1,6,0,0,0,0,DAIRY~2#:#FREE~2#:#PLATES~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6048,DAIRY_FREE_URBAN,2,3345,1,6,0,0,0,0,DAIRY~2#:#FREE~2#:#URBAN~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6049,DAIRY_PLATES_URBAN,2,3345,0,6,0,0,0,0,DAIRY~2#:#PLATES~2#:#URBAN~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6050,FREE_PLATES_URBAN,6,3345,1,6,0,0,0,0,FREE~2#:#PLATES~2#:#URBAN~2,3.0#:#3.0#:#3.0,3.0,3.0,1
6051,MEXICAN_SHREDDED_STYLE,2,3345,0,6,0,0,0,0,MEXICAN~2#:#SHREDDED~2#:#STYLE~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6052,PLATES_STYLE_URBAN,2,3345,0,6,0,0,0,0,PLATES~2#:#STYLE~2#:#URBAN~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6053,CHEESE_INDIA_ORGANIC,5,3345,0,6,0,0,0,0,CHEESE~3#:#INDIA~2#:#ORGANIC~3,1.67#:#2.5#:#1.67,2.5,1.67,1
6054,CHEESE_ORGANIC_SHREDDED,2,3345,0,6,0,0,0,0,CHEESE~3#:#ORGANIC~3#:#SHREDDED~2,0.67#:#0.67#:#1.0,1.0,0.67,0
6055,CHEESE_INDIA_SHREDDED,2,3345,0,6,0,0,0,0,CHEESE~3#:#INDIA~2#:#SHREDDED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6056,INDIA_ORGANIC_SHREDDED,2,3345,0,6,0,0,0,0,INDIA~2#:#ORGANIC~3#:#SHREDDED~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6057,AMUL_CHEESE_LOW,4,3345,0,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#LOW~2,1.33#:#1.33#:#2.0,2.0,1.33,1
6058,AMUL_MOZZARELLA_SHREDDED,3,3345,0,6,0,0,0,0,AMUL~3#:#MOZZARELLA~2#:#SHREDDED~2,1.0#:#1.5#:#1.5,1.5,1.0,1
6059,CHEESE_MOZZARELLA_SHREDDED,5,3345,0,6,0,0,0,0,CHEESE~3#:#MOZZARELLA~2#:#SHREDDED~2,1.67#:#2.5#:#2.5,2.5,1.67,1
6060,BLEND_CHEDDAR_CHEESE,2,3345,0,6,0,0,0,0,BLEND~2#:#CHEDDAR~2#:#CHEESE~3,1.0#:#1.0#:#0.67,1.0,0.67,0
6061,CHEDDAR_CHEESE_SHREDDED,4,3345,0,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#SHREDDED~2,2.0#:#1.33#:#2.0,2.0,1.33,1
6062,BLEND_CHEESE_MIX,2,3345,0,6,0,0,0,0,BLEND~2#:#CHEESE~3#:#MIX~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6063,CHEESE_MIX_SHREDDED,2,3345,0,6,0,0,0,0,CHEESE~3#:#MIX~2#:#SHREDDED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6064,BLEND_CHEDDAR_SHREDDED,2,3345,0,6,0,0,0,0,BLEND~2#:#CHEDDAR~2#:#SHREDDED~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6065,BLEND_MIX_SHREDDED,2,3345,0,6,0,0,0,0,BLEND~2#:#MIX~2#:#SHREDDED~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6066,AMUL_CHEESE_EXTRA,3,3345,1,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#EXTRA~2,1.0#:#1.0#:#1.5,1.5,1.0,1
6067,AMUL_CHEDDAR_EXTRA,3,3345,1,6,0,0,0,0,AMUL~3#:#CHEDDAR~2#:#EXTRA~2,1.0#:#1.5#:#1.5,1.5,1.0,1
6068,CHEDDAR_CHEESE_EXTRA,4,3345,1,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#EXTRA~2,2.0#:#1.33#:#2.0,2.0,1.33,1
6069,AMUL_CHEESE_FLAVOUR,4,3345,1,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#FLAVOUR~3,1.33#:#1.33#:#1.33,1.33,1.33,1
6070,BRITANNIA_CHEESE_SMOKE,4,3345,0,6,0,0,0,0,BRITANNIA~3#:#CHEESE~3#:#SMOKE~2,1.33#:#1.33#:#2.0,2.0,1.33,1
6071,BRITANNIA_SLICED_SMOKE,2,3345,0,6,0,0,0,0,BRITANNIA~3#:#SLICED~2#:#SMOKE~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6072,CHEESE_SLICED_SMOKE,4,3345,0,6,0,0,0,0,CHEESE~3#:#SLICED~2#:#SMOKE~2,1.33#:#2.0#:#2.0,2.0,1.33,1
6073,AMUL_CHEESE_FAT,6,3345,0,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#FAT~2,2.0#:#2.0#:#3.0,3.0,2.0,1
6074,AMUL_FAT_LOW,9,3345,0,6,0,0,0,0,AMUL~3#:#FAT~2#:#LOW~2,3.0#:#4.5#:#4.5,4.5,3.0,1
6075,AMUL_PROCESSED_SLICED,5,3345,0,6,0,0,0,0,AMUL~3#:#PROCESSED~2#:#SLICED~2,1.67#:#2.5#:#2.5,2.5,1.67,1
6076,CHEESE_FLAVOUR_SLICED,3,3345,1,6,0,0,0,0,CHEESE~3#:#FLAVOUR~3#:#SLICED~2,1.0#:#1.0#:#1.5,1.5,1.0,1
6077,DAIRY_FLAVOUR_FREE,2,3345,2,6,0,0,0,0,DAIRY~2#:#FLAVOUR~3#:#FREE~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6078,CHEESE_FLAVOUR_PEPPERS,2,3345,1,6,0,0,0,0,CHEESE~3#:#FLAVOUR~3#:#PEPPERS~2,0.67#:#0.67#:#1.0,1.0,0.67,0
6079,AMUL_CHEESE_STYLE,3,3345,0,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#STYLE~2,1.0#:#1.0#:#1.5,1.5,1.0,1
6080,CHEESE_SLICED_STYLE,2,3345,0,6,0,0,0,0,CHEESE~3#:#SLICED~2#:#STYLE~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6081,BRITANNIA_CHEDDAR_CHEESE,5,3345,0,6,0,0,0,0,BRITANNIA~3#:#CHEDDAR~2#:#CHEESE~3,1.67#:#2.5#:#1.67,2.5,1.67,1
6082,CHEDDAR_CHEESE_SLICED,5,3345,0,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#SLICED~2,2.5#:#1.67#:#2.5,2.5,1.67,1
6083,CHEDDAR_CHEESE_SMOKE,2,3345,0,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#SMOKE~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6084,CHEESE_FOR_SANDWICH,3,3345,1,6,0,0,0,0,CHEESE~3#:#FOR~2#:#SANDWICH~2,1.0#:#1.5#:#1.5,1.5,1.0,1
6085,CHEESE_FOR_SLICED,3,3345,1,6,0,0,0,0,CHEESE~3#:#FOR~2#:#SLICED~2,1.0#:#1.5#:#1.5,1.5,1.0,1
6086,CHEESE_SANDWICH_SLICED,3,3345,0,6,0,0,0,0,CHEESE~3#:#SANDWICH~2#:#SLICED~2,1.0#:#1.5#:#1.5,1.5,1.0,1
6087,CHEDDAR_SLICED_SMOKE,2,3345,0,6,0,0,0,0,CHEDDAR~2#:#SLICED~2#:#SMOKE~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6088,FOR_SANDWICH_SLICED,3,3345,1,6,0,0,0,0,FOR~2#:#SANDWICH~2#:#SLICED~2,1.5#:#1.5#:#1.5,1.5,1.5,1
6089,AMUL_CHEESE_CUTS,4,3345,0,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#CUTS~2,1.33#:#1.33#:#2.0,2.0,1.33,1
6090,AMUL_CHEDDAR_FLAVOUR,3,3345,1,6,0,0,0,0,AMUL~3#:#CHEDDAR~2#:#FLAVOUR~3,1.0#:#1.5#:#1.0,1.5,1.0,1
6091,AMUL_CHEDDAR_CUTS,3,3345,0,6,0,0,0,0,AMUL~3#:#CHEDDAR~2#:#CUTS~2,1.0#:#1.5#:#1.5,1.5,1.0,1
6092,AMUL_CUTS_SLICED,2,3345,0,6,0,0,0,0,AMUL~3#:#CUTS~2#:#SLICED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6093,AMUL_CHEDDAR_SLICED,3,3345,0,6,0,0,0,0,AMUL~3#:#CHEDDAR~2#:#SLICED~2,1.0#:#1.5#:#1.5,1.5,1.0,1
6094,CHEDDAR_CHEESE_CUTS,3,3345,0,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#CUTS~2,1.5#:#1.0#:#1.5,1.5,1.0,1
6095,CHEESE_CUTS_SLICED,2,3345,0,6,0,0,0,0,CHEESE~3#:#CUTS~2#:#SLICED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6096,BRITANNIA_CHEESE_STYLE,2,3345,0,6,0,0,0,0,BRITANNIA~3#:#CHEESE~3#:#STYLE~2,0.67#:#0.67#:#1.0,1.0,0.67,0
6097,AMUL_CHEESE_MEDIUM,2,3345,0,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#MEDIUM~2,0.67#:#0.67#:#1.0,1.0,0.67,0
6098,AMUL_CUBES_FLAVOUR,2,3345,1,6,0,0,0,0,AMUL~3#:#CUBES~2#:#FLAVOUR~3,0.67#:#1.0#:#0.67,1.0,0.67,0
6099,AMUL_CHEDDAR_MEDIUM,2,3345,0,6,0,0,0,0,AMUL~3#:#CHEDDAR~2#:#MEDIUM~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6100,CHEESE_CUBES_FLAVOUR,2,3345,1,6,0,0,0,0,CHEESE~3#:#CUBES~2#:#FLAVOUR~3,0.67#:#1.0#:#0.67,1.0,0.67,0
6101,CHEDDAR_CHEESE_MEDIUM,2,3345,0,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#MEDIUM~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6102,CHEDDAR_CUBES_FLAVOUR,2,3345,1,6,0,0,0,0,CHEDDAR~2#:#CUBES~2#:#FLAVOUR~3,1.0#:#1.0#:#0.67,1.0,0.67,0
6103,AMUL_FLAVOUR_MILD,5,3345,1,6,0,0,0,0,AMUL~3#:#FLAVOUR~3#:#MILD~2,1.67#:#1.67#:#2.5,2.5,1.67,1
6104,CHEDDAR_CHEESE_MILD,2,3345,0,6,0,0,0,0,CHEDDAR~2#:#CHEESE~3#:#MILD~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6105,AMUL_CHEESE_CRACKERS,3,3345,0,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#CRACKERS~2,1.0#:#1.0#:#1.5,1.5,1.0,1
6106,AMUL_CHEESE_FOR,2,3345,1,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#FOR~2,0.67#:#0.67#:#1.0,1.0,0.67,0
6107,AMUL_CHEESE_SANDWICH,2,3345,0,6,0,0,0,0,AMUL~3#:#CHEESE~3#:#SANDWICH~2,0.67#:#0.67#:#1.0,1.0,0.67,0
6108,AMUL_FOR_PROCESSED,2,3345,1,6,0,0,0,0,AMUL~3#:#FOR~2#:#PROCESSED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6109,AMUL_FOR_SANDWICH,2,3345,1,6,0,0,0,0,AMUL~3#:#FOR~2#:#SANDWICH~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6110,AMUL_FOR_SLICED,2,3345,1,6,0,0,0,0,AMUL~3#:#FOR~2#:#SLICED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6111,AMUL_PROCESSED_SANDWICH,2,3345,0,6,0,0,0,0,AMUL~3#:#PROCESSED~2#:#SANDWICH~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6112,AMUL_SANDWICH_SLICED,2,3345,0,6,0,0,0,0,AMUL~3#:#SANDWICH~2#:#SLICED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6113,CHEESE_FOR_PROCESSED,2,3345,1,6,0,0,0,0,CHEESE~3#:#FOR~2#:#PROCESSED~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6114,CHEESE_PROCESSED_SANDWICH,2,3345,0,6,0,0,0,0,CHEESE~3#:#PROCESSED~2#:#SANDWICH~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6115,FOR_PROCESSED_SANDWICH,2,3345,1,6,0,0,0,0,FOR~2#:#PROCESSED~2#:#SANDWICH~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6116,FOR_PROCESSED_SLICED,2,3345,1,6,0,0,0,0,FOR~2#:#PROCESSED~2#:#SLICED~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6117,PROCESSED_SANDWICH_SLICED,2,3345,0,6,0,0,0,0,PROCESSED~2#:#SANDWICH~2#:#SLICED~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6118,AMUL_PACK_SLICED,2,3345,1,6,0,0,0,0,AMUL~3#:#PACK~3#:#SLICED~2,0.67#:#0.67#:#1.0,1.0,0.67,0
6119,AMUL_FAT_FRESH,4,3345,1,6,0,0,0,0,AMUL~3#:#FAT~2#:#FRESH~3,1.33#:#2.0#:#1.33,2.0,1.33,1
6120,AMUL_CREAMY_FRESH,8,3345,2,6,0,0,0,0,AMUL~3#:#CREAMY~3#:#FRESH~3,2.67#:#2.67#:#2.67,2.67,2.67,1
6121,AMUL_COOKIES_CREAMY,3,3345,1,6,0,0,0,0,AMUL~3#:#COOKIES~2#:#CREAMY~3,1.0#:#1.5#:#1.0,1.5,1.0,1
6122,COFFEE_CREAMY_FREE,4,3345,3,6,0,0,0,0,COFFEE~2#:#CREAMY~3#:#FREE~2,2.0#:#1.33#:#2.0,2.0,1.33,1
6123,COFFEE_CREAMY_FRENCH,2,3345,2,6,0,0,0,0,COFFEE~2#:#CREAMY~3#:#FRENCH~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6124,COFFEE_CREAMY_NESTLE,10,3345,2,6,0,0,0,0,COFFEE~2#:#CREAMY~3#:#NESTLE~2,5.0#:#3.33#:#5.0,5.0,3.33,1
6125,COFFEE_CREAMY_SUGAR,4,3345,3,6,0,0,0,0,COFFEE~2#:#CREAMY~3#:#SUGAR~2,2.0#:#1.33#:#2.0,2.0,1.33,1
6126,COFFEE_CREAMY_VANILLA,2,3345,3,6,0,0,0,0,COFFEE~2#:#CREAMY~3#:#VANILLA~2,1.0#:#0.67#:#1.0,1.0,0.67,0
6127,CREAMY_FREE_FRENCH,2,3345,2,6,0,0,0,0,CREAMY~3#:#FREE~2#:#FRENCH~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6128,CREAMY_FREE_NESTLE,4,3345,2,6,0,0,0,0,CREAMY~3#:#FREE~2#:#NESTLE~2,1.33#:#2.0#:#2.0,2.0,1.33,1
6129,CREAMY_FREE_SUGAR,5,3345,3,6,0,0,0,0,CREAMY~3#:#FREE~2#:#SUGAR~2,1.67#:#2.5#:#2.5,2.5,1.67,1
6130,CREAMY_FREE_VANILLA,2,3345,3,6,0,0,0,0,CREAMY~3#:#FREE~2#:#VANILLA~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6131,CREAMY_FRENCH_NESTLE,2,3345,1,6,0,0,0,0,CREAMY~3#:#FRENCH~2#:#NESTLE~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6132,CREAMY_FRENCH_SUGAR,2,3345,2,6,0,0,0,0,CREAMY~3#:#FRENCH~2#:#SUGAR~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6133,CREAMY_FRENCH_VANILLA,2,3345,2,6,0,0,0,0,CREAMY~3#:#FRENCH~2#:#VANILLA~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6134,CREAMY_NESTLE_SUGAR,4,3345,2,6,0,0,0,0,CREAMY~3#:#NESTLE~2#:#SUGAR~2,1.33#:#2.0#:#2.0,2.0,1.33,1
6135,CREAMY_NESTLE_VANILLA,2,3345,2,6,0,0,0,0,CREAMY~3#:#NESTLE~2#:#VANILLA~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6136,CREAMY_SUGAR_VANILLA,2,3345,3,6,0,0,0,0,CREAMY~3#:#SUGAR~2#:#VANILLA~2,0.67#:#1.0#:#1.0,1.0,0.67,0
6137,COFFEE_FREE_FRENCH,2,3345,2,6,0,0,0,0,COFFEE~2#:#FREE~2#:#FRENCH~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6138,COFFEE_FREE_NESTLE,4,3345,2,6,0,0,0,0,COFFEE~2#:#FREE~2#:#NESTLE~2,2.0#:#2.0#:#2.0,2.0,2.0,1
6139,COFFEE_FREE_SUGAR,4,3345,3,6,0,0,0,0,COFFEE~2#:#FREE~2#:#SUGAR~2,2.0#:#2.0#:#2.0,2.0,2.0,1
6140,COFFEE_FREE_VANILLA,2,3345,3,6,0,0,0,0,COFFEE~2#:#FREE~2#:#VANILLA~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6141,COFFEE_FRENCH_NESTLE,2,3345,1,6,0,0,0,0,COFFEE~2#:#FRENCH~2#:#NESTLE~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6142,COFFEE_FRENCH_SUGAR,2,3345,2,6,0,0,0,0,COFFEE~2#:#FRENCH~2#:#SUGAR~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6143,COFFEE_NESTLE_SUGAR,4,3345,2,6,0,0,0,0,COFFEE~2#:#NESTLE~2#:#SUGAR~2,2.0#:#2.0#:#2.0,2.0,2.0,1
6144,COFFEE_NESTLE_VANILLA,2,3345,2,6,0,0,0,0,COFFEE~2#:#NESTLE~2#:#VANILLA~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6145,COFFEE_SUGAR_VANILLA,2,3345,3,6,0,0,0,0,COFFEE~2#:#SUGAR~2#:#VANILLA~2,1.0#:#1.0#:#1.0,1.0,1.0,1
6146,FREE_FRENCH_NESTLE,2,3345,1,6,0,0,0,0,FREE~2#:#FRENCH~2#:#NESTLE~2,1.0#:#1.0#:#1.0,1.0,1.0,1
