,ing_id,cls_rep_id
1655,11298,11298
1656,11296,11298
1657,11300,11298
1658,11167,11167
1659,11181,11181
1660,11180,11180
1661,11183,11180
1662,10452,10452
1663,20852,20852
1664,20628,20628
1665,20637,20628
1666,20629,20629
1667,20630,20630
1668,20714,20714
1669,20918,20918
1670,20868,20868
1671,21006,21006
1672,20009,20009
1673,20044,20044
1674,20047,20047
1675,20212,20212
1676,20252,20252
1677,20265,20265
1678,20267,20267
1679,20273,20273
1680,20272,20273
1681,20270,20273
1682,20303,20303
1683,20305,20303
1684,20320,20320
1685,20326,20326
1686,20328,20328
1687,20330,20330
1688,20327,20330
1689,20545,20545
1690,20427,20427
1691,20429,20429
1692,20458,20458
1693,20456,20458
1694,20494,20494
1695,20496,20496
1696,20499,20499
1697,20567,20567
1698,20595,20595
1699,20615,20615
1700,20622,20622
1701,20747,20747
1702,11124,11124
1703,11125,11124
1704,10252,10252
1705,10749,10749
1706,11242,10749
1707,10663,10663
1708,10689,10689
1709,10224,10224
1710,11255,11255
1711,11140,11140
1712,11149,11149
1713,11165,11165
1714,10456,10456
1715,10480,10480
1716,10273,10273
1717,11077,11077
1718,20943,20943
1719,21015,21015
1720,20632,20632
1721,20636,20636
1722,20678,20678
1723,20728,20728
1724,20730,20730
1725,20816,20816
1726,20788,20788
1727,20823,20823
1728,20191,20191
1729,20218,20218
1730,20242,20242
1731,20288,20288
1732,20337,20337
1733,20367,20367
1734,20550,20550
1735,20408,20408
1736,20430,20430
1737,20440,20430
1738,20431,20431
1739,20495,20495
1740,20052,20052
1741,20057,20057
1742,20059,20059
1743,20076,20076
1744,20083,20083
1745,20125,20125
1746,20178,20178
1747,20175,20178
1748,20578,20578
1749,20621,20621
1750,20625,20625
1751,21020,21020
1752,11126,11126
1753,11146,11146
1754,10253,10253
1755,10920,10920
1756,20439,10920
1757,10827,10827
1758,10849,10849
1759,10852,10849
1760,10855,10849
1761,10863,10849
1762,11269,10849
1763,11275,10849
1764,10648,10648
1765,10079,10079
1766,10667,10079
1767,20228,10079
1768,10729,10729
1769,20729,10729
1770,10720,10720
1771,10721,10721
1772,10725,10725
1773,10678,10678
1774,10697,10697
1775,10206,10206
1776,11256,11256
1777,11334,11334
1778,10205,10205
1779,11151,11151
1780,11173,11173
1781,11174,11173
1782,10451,10451
1783,10468,10468
1784,10467,10468
1785,10469,10468
1786,10466,10468
1787,10475,10475
1788,10478,10478
1789,10477,10478
1790,10490,10490
1791,10741,10741
1792,10302,10302
1793,10298,10302
1794,11299,10302
1795,11333,10302
1796,20947,20947
1797,20971,20971
1798,20999,20999
1799,20627,20627
1800,20639,20639
1801,20665,20665
1802,20787,20787
1803,20786,20786
1804,20802,20802
1805,20900,20900
1806,20906,20906
1807,20019,20019
1808,20198,20198
1809,20297,20297
1810,20342,20342
1811,10724,20342
1812,20344,20344
1813,20384,20384
1814,20389,20389
1815,20409,20409
1816,20419,20419
1817,20470,20470
1818,20471,20471
1819,20482,20482
1820,20492,20492
1821,20515,20515
1822,20152,20152
1823,20607,20607
1824,20610,20610
1825,20616,20616
1826,20969,20969
1827,21022,21022
1828,11117,11117
1829,11132,11132
1830,11114,11114
1831,10977,10977
1832,10747,10747
1833,10993,10993
1834,10139,10139
1835,10141,10141
1836,10923,10923
1837,10608,10608
1838,10687,10687
1839,10677,10677
1840,11273,11273
1841,11383,11383
1842,11379,11379
1843,11380,11379
1844,11247,11247
1845,10961,10961
1846,11109,11109
1847,11163,11163
1848,10445,10445
1849,10446,10446
1850,10458,10458
1851,10481,10481
1852,10176,10176
1853,20559,20559
1854,20704,20704
1855,11321,20704
1856,11320,20704
1857,11322,20704
1858,11324,20704
1859,20993,20993
1860,21029,21029
1861,20633,20633
1862,20789,20789
1863,20033,20033
1864,20036,20036
1865,20050,20050
1866,10192,20050
1867,20194,20194
1868,20196,20196
1869,20210,20210
1870,20223,20223
1871,20221,20223
1872,20244,20244
1873,20243,20244
1874,20311,20311
1875,20321,20321
1876,20387,20387
1877,20544,20544
1878,20415,20415
1879,20447,20447
1880,20453,20453
1881,20451,20453
1882,20473,20473
1883,20497,20497
1884,20075,20075
1885,20147,20147
1886,20568,20568
1887,20593,20593
1888,20724,20724
1889,20753,20753
1890,21019,21019
1891,11121,11121
1892,10545,10545
1893,10851,10851
1894,10862,10851
1895,10856,10851
1896,11308,10851
1897,11366,11366
1898,10212,10212
1899,11259,10212
1900,10213,10213
1901,11270,11270
1902,10225,10225
1903,11381,11381
1904,11282,11282
1905,11285,11285
1906,10228,10228
1907,11302,10228
1908,11309,10228
1909,11304,10228
1910,11310,10228
1911,11297,11297
1912,10216,11297
1913,11240,11240
1914,11241,11240
1915,11176,11176
1916,10286,10286
1917,10175,10175
1918,20942,20942
1919,20965,20965
1920,20638,20638
1921,20867,20867
1922,20213,20213
1923,20230,20230
1924,20232,20230
1925,10092,20230
1926,10727,20230
1927,20245,20245
1928,20249,20245
1929,20248,20248
1930,20253,20253
1931,20259,20259
1932,20300,20300
1933,20301,20300
1934,20302,20302
1935,20362,20362
1936,20368,20368
1937,20518,20518
1938,20426,20426
1939,20436,20426
1940,20446,20446
1941,20450,20450
1942,20472,20472
1943,20480,20480
1944,20481,20481
1945,20151,20151
1946,20612,20612
1947,20626,20626
1948,20754,20754
1949,21023,21023
1950,10437,10437
1951,10765,10765
1952,10766,10765
1953,10748,10748
1954,10751,10751
1955,10853,10853
1956,10070,10070
1957,10690,10690
1958,11355,11355
1959,11358,11358
1960,11363,11363
1961,11367,11367
1962,10226,10226
1963,11330,11330
1964,11335,11330
1965,11340,11340
1966,11289,11289
1967,11316,11316
1968,11346,11346
1969,10306,10306
1970,10236,10306
1971,10303,10306
1972,10172,10172
1973,20845,20845
1974,20959,20959
1975,20961,20961
1976,20640,20640
1977,20656,20656
1978,20662,20662
1979,20209,20209
1980,20235,20235
1981,20240,20240
1982,20262,20262
1983,20280,20280
1984,20287,20287
1985,20299,20299
1986,20307,20307
1987,20421,20421
1988,20501,20501
1989,20055,20055
1990,20071,20071
1991,20111,20111
1992,20127,20127
1993,20179,20179
1994,20180,20180
1995,20696,20696
1996,20997,20997
1997,21011,21011
1998,10767,10767
1999,10768,10767
2000,10148,10148
2001,10100,10100
2002,10754,10754
2003,10600,10600
2004,10080,10080
2005,10081,10080
2006,10714,10714
2007,10718,10718
2008,10719,10719
2009,11328,11328
2010,11327,11328
2011,11341,11341
2012,11342,11341
2013,10218,10218
2014,11235,11235
2015,11237,11235
2016,10203,10203
2017,10204,10204
2018,11248,11248
2019,11251,11251
2020,11253,11253
2021,10470,10470
2022,10471,10470
2023,10304,10304
2024,20838,20838
2025,20846,20846
2026,20960,20960
2027,20992,20992
2028,21018,21018
2029,21016,21018
2030,20655,20655
2031,20658,20658
2032,20799,20799
2033,20034,20034
2034,20222,20222
2035,20227,20227
2036,20229,20227
2037,20241,20241
2038,20246,20246
2039,20281,20281
2040,20285,20285
2041,20361,20361
2042,20428,20428
2043,20434,20434
2044,20475,20475
2045,20478,20478
2046,20479,20479
2047,20493,20493
2048,20081,20081
2049,20164,20164
2050,20579,20579
2051,10763,10763
2052,11118,11118
2053,11128,11128
2054,10110,10110
2055,10848,10110
2056,10850,10110
2057,10858,10110
2058,10846,10110
2059,10854,10110
2060,10864,10110
2061,10892,10892
2062,10602,10602
2063,10605,10602
2064,20205,10602
2065,20208,10602
2066,10642,10642
2067,10643,10642
2068,10644,10642
2069,10645,10642
2070,10646,10642
2071,10647,10642
2072,10649,10642
2073,10650,10642
2074,10651,10642
2075,11356,11356
2076,10207,10207
2077,11263,10207
2078,10227,10227
2079,11336,11336
2080,11238,11238
2081,11312,11312
2082,11254,11254
2083,10232,10232
2084,11317,11317
2085,10247,10247
2086,11068,11068
2087,11072,11068
2088,20553,20553
2089,20556,20556
2090,20841,20841
2091,20642,20642
2092,20644,20644
2093,20781,20781
2094,20863,20863
2095,20207,20207
2096,20444,20444
2097,20449,20449
2098,20454,20454
2099,20509,20509
2100,20722,20722
2101,10764,10764
2102,10694,10764
2103,11130,11130
2104,11131,11131
2105,10055,10055
2106,10998,10998
2107,10859,10859
2108,10865,10859
2109,10601,10601
2110,10603,10601
2111,10604,10601
2112,10598,10598
2113,10599,10598
2114,10074,10074
2115,10075,10074
2116,10073,10073
2117,10688,10688
2118,11360,11360
2119,20801,11360
2120,11332,11332
2121,11280,11280
2122,11239,11239
2123,11311,11311
2124,10121,11311
2125,11279,11279
2126,10238,10238
2127,10953,10953
2128,10944,10953
2129,10476,10476
2130,10488,10488
2131,10736,10736
2132,10276,10276
2133,11003,11003
2134,20839,20839
2135,20844,20844
2136,20941,20941
2137,20953,20953
2138,20955,20955
2139,20875,20875
2140,20923,20923
2141,20905,20905
2142,20193,20193
2143,20203,20203
2144,20226,20226
2145,20294,20294
2146,20308,20308
2147,20356,20356
2148,20477,20477
2149,20503,20503
2150,20514,20514
2151,20565,20565
2152,10759,10759
2153,10235,10235
2154,20014,10235
2155,11294,10235
2156,10230,10230
2157,10231,10231
2158,11315,11315
2159,11343,11343
2160,11348,11348
2161,11152,11152
2162,10454,10454
2163,10508,10508
2164,21000,21000
2165,10229,21000
2166,20648,20648
2167,20796,20796
2168,20800,20800
2169,20231,20231
2170,20254,20254
2171,10617,20254
2172,20275,20254
2173,20278,20278
2174,20279,20278
2175,20313,20313
2176,20316,20316
2177,20369,20369
2178,20533,20533
2179,20420,20420
2180,20443,20443
2181,20483,20483
2182,20051,20051
2183,20124,20124
2184,20189,20189
2185,20566,20566
2186,20624,20624
2187,21021,21021
2188,10102,10102
2189,10563,10563
2190,10624,10624
2191,10625,10624
2192,10626,10626
2193,10619,10626
2194,10627,10627
2195,10620,10620
2196,10722,10722
2197,11362,11362
2198,11274,11274
2199,11293,11293
2200,11331,11331
2201,11369,11369
2202,11305,11305
2203,11244,11244
2204,11277,11277
2205,11313,11313
2206,20840,20840
2207,20957,20957
2208,21030,21030
2209,20650,20650
2210,20663,20663
2211,20204,20204
2212,20238,20238
2213,20304,20304
2214,20370,20370
2215,20455,20455
2216,20513,20513
2217,20594,20594
2218,10939,10939
2219,10564,10564
2220,10622,10622
2221,20277,10622
2222,11258,11258
2223,11350,11350
2224,11351,11351
2225,11281,11281
2226,11278,11278
2227,10234,10234
2228,11325,11325
2229,11171,11171
2230,11078,11078
2231,20954,20954
2232,20972,20972
2233,21017,21017
2234,20653,20653
2235,20660,20660
2236,10181,20660
2237,20925,20925
2238,20190,20190
2239,20201,20201
2240,20233,20233
2241,20234,20234
2242,20284,20284
2243,20312,20312
2244,20315,20312
2245,20314,20312
2246,20412,20412
2247,20405,20412
2248,20452,20452
2249,21025,21025
2250,11119,11119
2251,11122,11122
2252,10744,10744
2253,10685,10685
2254,11329,11329
2255,20013,11329
2256,11337,11337
2257,11306,11306
2258,11319,11319
2259,11160,11160
2260,20851,20851
2261,20932,20932
2262,20933,20933
2263,20946,20946
2264,20991,20991
2265,20634,20634
2266,20200,20200
2267,20202,20200
2268,20448,20448
2269,20066,20066
2270,10565,10565
2271,10750,10750
2272,10716,10716
2273,11357,11357
2274,11339,11339
2275,10219,10219
2276,11284,11284
2277,11243,11243
2278,11245,11245
2279,11326,11245
2280,10237,10237
2281,11344,11344
2282,11345,11344
2283,11347,11347
2284,20853,20853
2285,20016,20016
2286,20261,20261
2287,20487,20487
2288,11113,11113
2289,10997,10997
2290,10726,10726
2291,10621,10621
2292,10618,10618
2293,10715,10715
2294,11276,11276
2295,10233,10233
2296,11164,11164
2297,20555,20555
2298,20837,20837
2299,20008,20008
2300,20286,20286
2301,20292,20292
2302,10101,10101
2303,10623,10623
2304,11354,11354
2305,11246,11246
2306,11252,11252
2307,20635,20635
2308,20646,20646
2309,10099,10099
2310,10652,10652
2311,10728,10728
2312,11361,11361
2313,11364,11361
2314,11338,11338
2315,11250,11250
2316,20855,20855
2317,20258,20258
2318,20283,20283
2319,20498,20498
2320,10185,10185
2321,10098,10098
2322,10653,10653
2323,11385,11385
2324,20557,20557
2325,20934,20934
2326,20645,20645
2327,20649,20649
2328,20792,20792
2329,20239,20239
2330,11112,11112
2331,10616,10616
2332,11359,11359
2333,11323,11323
2334,20558,20558
2335,21012,21012
2336,20794,20794
2337,20564,20564
2338,20614,20614
2339,20652,20652
2340,11110,11110
2341,20380,20380
2342,10184,10184
2343,10001,10001
2344,11314,11314
2345,11111,11111
