,ing_id,cls_rep_id
159,10132,10132
160,10874,10874
161,10339,10339
162,10038,10038
163,10049,10049
164,10706,10706
165,10245,10245
166,10464,10464
167,10463,10464
168,10465,10464
169,10473,10464
170,10309,10309
171,10307,10309
172,20964,20964
173,20883,20883
174,20897,20897
175,20896,20897
176,20874,20874
177,20887,20887
178,10936,10936
179,10258,10258
180,10321,10321
181,10823,10823
182,10109,10823
183,10350,10350
184,10405,10405
185,10030,10030
186,10658,10658
187,10960,10960
188,10965,10960
189,11091,11091
190,11105,11105
191,10151,10151
192,11013,10151
193,11023,11023
194,20711,20711
195,20710,20711
196,20861,20861
197,20860,20861
198,20862,20861
199,20881,20881
200,20895,20895
201,20902,20902
202,20105,20105
203,10937,10937
204,10054,10054
205,10312,10312
206,11228,11228
207,10812,10812
208,10902,10902
209,10337,10337
210,10343,10337
211,10341,10341
212,10333,10333
213,10023,10023
214,10348,10348
215,10033,10033
216,10407,10407
217,10401,10401
218,10707,10707
219,10088,10707
220,10709,10709
221,10525,10525
222,11097,11097
223,11102,11102
224,10154,10154
225,10157,10157
226,11028,11028
227,11033,11033
228,11056,11056
229,11063,11063
230,11035,11063
231,20783,20783
232,20859,20859
233,20857,20859
234,20880,20880
235,20000,20000
236,10930,10930
237,10990,10990
238,10262,10262
239,10549,10549
240,10097,10097
241,10811,10811
242,10911,10911
243,10908,10911
244,10792,10792
245,10798,10792
246,10799,10792
247,10797,10792
248,10793,10792
249,10795,10795
250,10796,10795
251,10015,10015
252,10356,10356
253,10346,10346
254,10429,10429
255,10428,10429
256,10050,10429
257,10432,10429
258,10431,10429
259,10734,10734
260,10708,10708
261,10077,10077
262,10670,10670
263,10671,10670
264,10638,10638
265,10528,10528
266,10537,10528
267,11019,11019
268,11040,11040
269,11041,11041
270,11057,11057
271,11062,11062
272,10186,10186
273,20779,20779
274,10873,20779
275,20778,20779
276,20002,20002
277,20120,20120
278,20563,20563
279,20586,20586
280,10929,10929
281,11229,11229
282,10987,10987
283,10550,10550
284,10770,10770
285,10834,10770
286,10835,10770
287,10769,10770
288,10918,10918
289,10772,10772
290,10774,10772
291,10775,10772
292,10017,10017
293,10355,10355
294,10044,10044
295,10413,10413
296,10052,10052
297,10423,10423
298,10392,10392
299,10422,10392
300,10063,10063
301,10705,10705
302,10640,10640
303,11159,11159
304,10487,10487
305,10492,10487
306,11089,11089
307,11079,11079
308,11080,11079
309,20707,20707
310,20685,20685
311,20980,20980
312,20981,20980
313,20984,20984
