,Company_word,Count
520,cnc,1
1585,shella,1
1581,travelcloth,1
1576,signages,1
1575,pca,1
1571,parks,1
1603,pfizer,1
1601,datasite,1
1598,pradman,1
1597,planit,1
1596,caladan,1
1595,inova,1
1592,teledyne,1
531,infojini,1
1684,paramatrix,1
1683,bmw,1
542,nelvian,1
540,acme,1
1709,performance,1
1708,peak,1
1705,kforce,1
1704,lam,1
482,intermediaries,1
481,chandarana,1
480,marwadi,1
479,datainfa,1
1703,cymer,1
1702,scoopwhoop,1
1701,cleanhub,1
1698,meteorology,1
1693,freshworks,1
1686,sierrablue,1
1727,leaf,1
1726,kraftsmen,1
1723,arcon,1
1722,zero,1
1721,net,1
1717,mccrometer,1
1716,alerton,1
1714,ups,1
1566,ytcw,1
1565,dodsal,1
1564,qs,1
1562,gov,1
1561,local,1
551,techint,1
549,surge,1
545,dharma,1
1750,guidant,1
1740,osisoft,1
458,adaniconnex,1
539,almoayyed,1
538,gridstar,1
537,naib,1
1557,passivelogic,1
1549,midas,1
1545,williams,1
562,microfin,1
561,svatantra,1
1734,elemac,1
1733,mabani,1
1730,indonesia,1
1729,pt,1
1728,airconditioning,1
1760,orourke,1
1759,laing,1
1755,water,1
1754,nalco,1
1752,punjab,1
555,ahli,1
553,opentext,1
1543,delight,1
1542,country,1
1536,osler,1
1535,william,1
1533,shipping,1
1530,insights,1
1529,avanceon,1
1528,actemium,1
1526,rackspace,1
454,sinch,1
446,exein,1
445,sp,1
444,polska,1
1520,hospitalindia,1
1519,child,1
1518,mother,1
1517,borneo,1
1512,veeder,1
1511,gilbarco,1
443,bre,1
1767,shapoorji,1
1766,petrochem,1
1765,mars,1
1762,dubai,1
1761,cml,1
1797,mart,1
1795,meta,1
1794,beltron,1
1792,gramin,1
1791,bengal,1
1790,west,1
1789,abhisam,1
1788,clark,1
1783,multinational,1
1782,another,1
1779,porcess,1
1778,forestlinc,1
1774,resource,1
1772,deci,1
1769,averyt,1
1768,pallonji,1
1813,banner,1
1812,property,1
1811,cromwell,1
1807,etco,1
1805,teachers,1
1801,farms,1
1800,bee,1
1799,bodhi,1
1798,runding,1
1498,gigico,1
1497,acorn,1
581,coco,1
579,aures,1
1495,japan,1
1494,from,1
1492,optos,1
424,hydronic,1
1831,electromechanical,1
1830,kahrman,1
1829,hypercity,1
1827,bbp,1
1814,virtela,1
1488,samgnya,1
1487,cdot,1
1486,iitm,1
1484,mbition,1
1483,xeedo,1
1481,components,1
1480,electronic,1
596,aviation,1
595,seattle,1
593,neev,1
1837,supreme,1
1836,grattitude,1
1833,prometheus,1
438,keysight,1
435,prodisyn,1
431,nestle,1
588,altera,1
586,turbodms,1
585,cmtg,1
584,ionq,1
1479,motherson,1
1474,ethika,1
1467,educatalyster,1
1466,biomedicals,1
1465,transasia,1
426,imi,1
1860,kohler,1
1856,spartan,1
1853,appopoleis,1
1852,callebaut,1
1851,barry,1
1849,brady,1
1848,asp,1
1461,octave,1
1458,haleys,1
1457,easyleap,1
1454,centereiic,1
1452,epam,1
1448,systek,1
614,prodigal,1
610,afti,1
1840,adnoc,1
421,advantech,1
413,cielo,1
607,windsmit,1
606,arai,1
1447,advanced,1
1445,wasan,1
1443,humanity,1
1442,habitat,1
1440,hpl,1
1439,nocompany,1
1437,thermax,1
1431,ecological,1
410,fujitsu,1
1863,airtrunk,1
1862,bath,1
1861,kitchen,1
624,nec,1
623,vetty,1
1892,intrado,1
1890,conservatory,1
1885,pictures,1
1884,utv,1
1883,wholesalers,1
1882,arb,1
1880,podar,1
1879,tourism,1
1878,vistagreen,1
1876,chesapeake,1
1875,constellation,1
1872,focal,1
1871,pavion,1
423,aalberts,1
1907,aimil,1
1903,emeasy,1
1899,austria,1
1898,advantage,1
1894,fool,1
1893,motley,1
1427,systemsatss,1
1425,active,1
1423,dakota,1
1422,position,1
1421,volunteer,1
1420,baseball,1
1419,innisfil,1
1418,autonomo,1
1417,lavoratore,1
630,brio,1
637,six,1
1932,sea,1
1929,niha,1
1926,itium,1
1922,ways,1
1918,ex,1
1916,malaysia,1
1915,atech,1
1415,healthgadgets,1
1414,mnpr,1
1407,codasyncs,1
1406,volt,1
1401,secureinteli,1
1400,paper,1
1398,century,1
1396,region,1
1934,soul,1
1933,feed,1
1380,coolind,1
1374,ignition,1
1373,interlock,1
1372,lifesafer,1
1371,scram,1
1368,me,1
1367,talenttech,1
1395,halton,1
1387,carl,1
1386,heavy,1
1384,regenesys,1
645,neilsoft,1
639,qiddiya,1
638,flags,1
1948,rock,1
406,astral,1
1364,peltek,1
1360,japanese,1
1358,cook,1
1357,thomas,1
1355,axalta,1
1354,sourcepep,1
1352,fnpbc,1
657,finfactor,1
398,bradstreet,1
397,dun,1
1942,electrotek,1
1941,hager,1
1938,veolia,1
1936,vae,1
378,revspire,1
1959,panalytical,1
1958,malvern,1
1351,cohn,1
1350,shelly,1
1349,offers,1
1347,opportunities,1
1345,tmeic,1
1343,transformative,1
1338,kutchhi,1
1337,anchor,1
1336,shah,1
1335,eastman,1
1956,haroon,1
1951,avantor,1
1949,hill,1
1986,sonomatic,1
1985,axis,1
1984,omkar,1
1983,iande,1
1982,elite,1
1981,nirtech,1
1980,egypt,1
1979,mri,1
1978,eta,1
1971,fuji,1
1970,application,1
1969,specialist,1
1967,analyzer,1
1961,unplugged,1
1960,wika,1
375,guwahati,1
1999,break,1
1998,career,1
1996,kale,1
1995,accelya,1
1994,slalom,1
1993,epiroc,1
1992,ica,1
1991,nott,1
1990,projective,1
1334,ssm,1
1332,vcare,1
1331,realix,1
1327,omron,1
1322,josatdraft,1
1320,braincranx,1
1319,amadeus,1
2011,caring,1
345,rv,1
344,photography,1
1316,suvidha,1
1313,adhrit,1
1311,raatronics,1
1310,datamatics,1
1309,optik,1
1308,ronak,1
1307,concepts,1
1306,pentagon,1
678,texecom,1
677,hat,1
673,device,1
672,alarm,1
2005,borregaard,1
2037,jijus,1
2036,financing,1
2035,policy,1
2032,fze,1
2030,instrutech,1
2029,inficon,1
2027,barone,1
2026,madbull,1
2025,bhusshanart,1
2022,recon,1
2020,cenpune,1
2018,decorations,1
2017,neighborhood,1
2016,toys,1
2015,rashmi,1
2013,mountains,1
2049,muthoot,1
2047,rwe,1
2045,cyber,1
2044,cyro,1
2041,story,1
2040,tell,1
2039,words,1
2038,oral,1
671,armor,1
670,maple,1
1297,rsi,1
1296,supporters,1
1295,controlware,1
1294,flancetech,1
1290,goignis,1
1288,sharjah,1
2074,head,1
2073,dst,1
2072,stichting,1
2064,thcolorado,1
2063,meettechniek,1
2062,wereldleiders,1
2061,denemarken,1
2060,en,1
2059,belgie,1
2058,nederland,1
2057,mitutoyo,1
2056,boulder,1
2055,remodel,1
2054,maintenance,1
2053,residentialcommercial,1
2052,rms,1
1275,ranked,1
1274,paving,1
1273,eco,1
1270,surat,1
1269,fsai,1
332,grand,1
331,sarovar,1
330,dxc,1
329,surfe,1
2083,builders,1
2082,model,1
2079,consltancy,1
2078,indore,1
2077,sage,1
2076,computing,1
2075,professor,1
2093,virtue,1
2089,aerospace,1
2088,nimbus,1
343,touch,1
342,saints,1
338,salesedge,1
336,integrated,1
335,techtammina,1
333,hometel,1
1287,expo,1
1283,corning,1
1281,nakrani,1
1280,antal,1
1279,profit,1
1277,growing,1
1276,fastest,1
2104,nebory,1
2102,kbr,1
1267,termotec,1
1266,environments,1
1265,burr,1
1264,yarn,1
1263,lion,1
1258,gupshup,1
1256,plus,1
694,coreel,1
693,clariant,1
688,now,1
687,scale,1
686,antim,1
2095,iag,1
2094,ambiata,1
2123,cosmos,1
322,elaron,1
317,vicon,1
682,bss,1
1250,groundhog,1
1249,jdbims,1
1247,manipal,1
1243,noida,1
1239,kidde,1
1236,everpure,1
1235,bryair,1
1234,smefinserve,1
2112,confederation,1
2109,incentives,1
2108,aligned,1
2106,kolam,1
700,vrp,1
699,enlite,1
2148,mea,1
2146,way,1
2145,ahnung,1
2144,databricks,1
2142,nexapp,1
2138,coaction,1
2137,datascan,1
2136,govt,1
301,methaplanet,1
2134,bpm,1
2133,emitec,1
2131,field,1
2125,coep,1
2124,esolutions,1
1207,kkr,1
1205,baby,1
2167,awards,1
2166,event,1
2162,shriram,1
2157,high,1
2154,foodland,1
2153,radhakrishna,1
2152,welspun,1
1232,fortinet,1
1231,solidaire,1
1228,dt,1
709,electroneek,1
703,mithaiwale,1
702,bandhu,1
701,chitale,1
2170,expleo,1
295,nirmal,1
285,ecu,1
1204,bmh,1
1198,brodersen,1
1197,finastra,1
725,simbus,1
724,mystartupcfo,1
1220,strattec,1
1219,case,1
1217,ejot,1
1216,etihad,1
1214,inner,1
1213,rich,1
1212,menschen,1
1209,platform,1
2184,motors,1
2183,clario,1
1191,evolvere,1
1188,hexagon,1
1186,oshkosh,1
1184,permanente,1
1183,kaiser,1
1181,intellarc,1
1179,futurework,1
740,gears,1
739,sudarshan,1
738,blackrock,1
2179,kbp,1
2176,stlsoft,1
2175,fabs,1
2172,kone,1
1155,waisl,1
1153,ina,1
266,jitendra,1
264,valgenesis,1
2211,clinisupplies,1
2207,justice,1
2205,rises,1
2203,bentley,1
2202,ismt,1
2198,uptiq,1
2196,ascava,1
2193,ram,1
2192,shri,1
2191,tonetag,1
2189,infinity,1
2188,invent,1
2219,drisha,1
274,keppel,1
267,mehta,1
1149,uva,1
759,astrazeneca,1
758,landtcloudfiniti,1
755,homeopathic,1
747,civicsmart,1
733,se,1
732,daw,1
1174,dennison,1
1173,avery,1
1171,buildings,1
1169,deemed,1
1168,gitam,1
1166,sakt,1
242,telebyte,1
238,flaktgroup,1
260,arceus,1
259,acg,1
258,lumen,1
2231,parth,1
1142,austin,1
1140,jbk,1
1131,abec,1
1130,profound,1
1129,restaurants,1
1128,hardcastle,1
775,providence,1
769,cureskin,1
2222,gitlab,1
2220,doshi,1
2255,built,1
2254,bayer,1
2252,prescient,1
2248,faiveley,1
2240,bristlecone,1
2239,core,1
766,billigence,1
765,miller,1
1121,pina,1
1120,intrexx,1
1118,bookstore,1
1117,jarir,1
1115,ked,1
2237,uiin,1
246,cement,1
245,ultratech,1
1113,messung,1
1110,vantage,1
1109,vigorousone,1
1108,analysis,1
1106,academy,1
1105,brixen,1
1103,online,1
1102,teach,1
1101,ef,1
1100,eduramp,1
1094,iru,1
1093,venture,1
1092,stage,1
2260,clinic,1
2259,rasayu,1
2256,woodworks,1
2289,embedsys,1
2288,hexaware,1
2287,cdw,1
2285,maharashtra,1
2284,homoeopathic,1
2283,sawkar,1
2281,kalpataru,1
2280,thoughtspot,1
190,welding,1
189,arsa,1
187,flipkart,1
2276,kpca,1
2271,privatelyheld,1
2266,cooper,1
229,vvdn,1
227,wide,1
786,diemold,1
783,cam,1
782,cad,1
2311,affirma,1
2310,kids,1
2309,with,1
2308,coding,1
2307,professionals,1
2306,discipline,1
2305,mind,1
2304,manashama,1
2303,ameya,1
2302,geakminds,1
2297,agivant,1
2294,chotuai,1
2290,vosyn,1
2320,paykel,1
2318,coreweave,1
153,zes,1
152,zeroerror,1
178,kaartech,1
168,qassim,1
1091,early,1
1090,securetech,1
1086,medtech,1
1085,learnbix,1
1084,tubes,1
1083,apl,1
1080,thinksynq,1
789,onesubsea,1
788,fmcg,1
787,furniture,1
143,nsdl,1
142,tbea,1
140,freastal,1
137,ila,1
1079,eog,1
1076,syserco,1
1072,tohelp,1
1071,terrapay,1
1068,friend,1
801,supply,1
800,dhl,1
2327,medline,1
2326,dockyard,1
2325,mjm,1
2324,hosp,1
2323,poona,1
127,zettabolt,1
2343,stakewith,1
2341,stratkalytics,1
793,sapiens,1
1063,trelleborg,1
1061,velecor,1
1059,inspace,1
1058,suzlon,1
1056,luminasic,1
1055,fusionedge,1
1047,kklein,1
1046,comapny,1
1044,staubli,1
2340,kondana,1
148,belgium,1
144,payments,1
2369,parts,1
2366,des,1
2358,stores,1
1040,wave,1
1039,third,1
1033,toronto,1
822,travelopia,1
820,lauder,1
819,estee,1
817,bridgenext,1
816,neuvays,1
2350,electrofab,1
2349,bartakke,1
2345,dhee,1
135,ypo,1
132,nextera,1
2382,tavant,1
2380,partnership,1
2379,guinness,1
2376,laval,1
2375,alfa,1
815,silverneedle,1
814,blackfrog,1
811,climate,1
808,presecure,1
1029,patel,1
1025,leader,1
1024,insideout,1
2373,tvaska,1
2372,bond,1
2371,consultech,1
2370,strota,1
1017,ploutas,1
1016,bourns,1
1014,nextdc,1
1013,jewellery,1
1012,samaara,1
1011,frontier,1
1010,snow,1
1005,vastotech,1
1004,cargo,1
1003,magik,1
1002,radar,1
1001,markets,1
2390,none,1
2389,neil,1
2387,schools,1
2386,stepan,1
2416,weblinks,1
2415,galaxy,1
2412,recruitment,1
2411,reputed,1
2410,barclaycard,1
108,ebenezer,1
1000,rbc,1
999,homes,1
998,cosmo,1
991,court,1
990,session,1
2404,farm,1
2403,aissms,1
2397,mfg,1
2396,valve,1
2395,valmatic,1
2442,oysterconnect,1
2440,midwest,1
2439,colleges,1
2438,associated,1
2437,aiminds,1
2436,unicore,1
2434,nexcale,1
2430,mccormick,1
2429,pranjali,1
2428,stellantis,1
2427,ses,1
2426,theperfectvoice,1
2425,shree,1
2424,mulay,1
2423,rohini,1
2420,hyderabad,1
839,perfectstrides,1
837,protection,1
836,newage,1
830,commons,1
829,park,1
827,myekonomy,1
826,civico,1
2455,av,1
2454,ishana,1
2453,gavali,1
2452,arvind,1
2448,nhs,1
2447,nottingham,1
2446,centiro,1
2444,acl,1
2443,volansys,1
2459,kipo,1
2458,vehicles,1
2457,piaggio,1
2456,sangamner,1
99,stc,1
98,jio,1
95,teco,1
94,cavitak,1
979,m,1
978,cranes,1
977,favco,1
976,favelle,1
973,maker,1
972,photographer,1
970,beverages,1
969,cocacola,1
2477,moldtek,1
2475,exaze,1
75,starbucks,1
73,federal,1
72,ageas,1
2471,weg,1
2470,drdo,1
2469,establishment,1
967,immigration,1
966,rz,1
965,turing,1
963,fluor,1
853,actrec,1
849,stock,1
847,lseg,1
2468,armament,1
943,aliter,1
942,luna,1
936,bayone,1
2501,takraf,1
2499,ahmedabad,1
2498,ats,1
2497,ezyhire,1
2496,staffington,1
2495,faurecia,1
2491,plm,1
2489,exsams,1
2488,exwalmart,1
2485,sahakari,1
2484,janata,1
2482,aviso,1
2479,designers,1
2512,servcies,1
2507,acceldata,1
2506,user,1
2505,tableau,1
2504,trailblazing,1
2503,sigma,1
845,procurri,1
844,oplossing,1
843,virtual,1
842,sky,1
840,rapidhire,1
950,abdullah,1
948,enation,1
947,rcm,1
945,lodha,1
944,zentrades,1
863,activate,1
2528,fortra,1
2526,cascaid,1
2523,forays,1
2522,strategic,1
2521,wistia,1
2520,uber,1
69,prudent,1
67,loreal,1
60,finserv,1
57,motilal,1
2519,innomatics,1
2518,techcxo,1
2516,coop,1
2515,hindusthan,1
2513,iucaa,1
2548,uhde,1
2545,devices,1
2540,intel,1
2539,daksh,1
2538,concentrix,1
2536,vidyapeeth,1
2533,spark,1
2529,defense,1
934,other,1
928,eiu,1
927,unit,1
926,intelligence,1
925,economist,1
871,upl,1
869,site,1
864,mashiq,1
2575,art,1
2569,lynch,1
2568,merrill,1
29,teceze,1
0,nan,1
55,ceat,1
54,metropolis,1
2584,nirmitee,1
48,enaya,1
45,kuwait,1
876,convergint,1
873,apmot,1
2558,airbnb,1
2555,tutorials,1
2554,ak,1
2552,devoteam,1
519,jyoti,1
518,blissladder,1
1655,vardham,1
1651,grummanbutkus,1
1649,ara,1
1642,mills,1
1641,latrobe,1
1640,lake,1
1639,tupper,1
1638,moment,1
43,cardinal,1
888,schaefer,1
887,capability,1
886,lpl,1
2579,wsp,1
2578,sandp,1
